市場,證券代號,證券名稱,外資_買進,外資_賣出,外資_買賣超,投信_買進,投信_賣出,投信_買賣超,自營_買進,自營_賣出,自營_買賣超
TPEX,718586,東捷統一49購02,0,0,0,0,0,0,11000,10000,1000
TPEX,718597,聯亞統一51購01,0,0,0,0,0,0,10000,25000,-15000
TPEX,718705,弘塑國票47購01,0,0,0,0,0,0,0,10000,-10000
TPEX,718735,營邦統一49購01,0,0,0,0,0,0,0,100000,-100000
TPEX,718829,正德統一49購01,0,0,0,0,0,0,100000,449000,-349000
TPEX,718830,良維統一48購02,0,0,0,0,0,0,8000,3000,5000
TPEX,718831,旺矽統一48購02,0,0,0,0,0,0,16000,14000,2000
TPEX,718936,波若威統一4B購01,0,0,0,0,0,0,676000,309000,367000
TPEX,718937,智通統一55購01,0,0,0,0,0,0,0,6000,-6000
TPEX,719117,群聯兆豐45購02,0,0,0,0,0,0,70000,0,70000
TPEX,719380,創惟元富45購01,0,0,0,0,0,0,100000,0,100000
TPEX,719710,原相統一48購01,0,0,0,0,0,0,0,22000,-22000
TPEX,719738,艾訊國票48購01,0,0,0,0,0,0,0,20000,-20000
TPEX,719750,千附精統一46購01,0,0,0,0,0,0,5000,0,5000
TPEX,719752,立端統一4A購01,0,0,0,0,0,0,0,99000,-99000
TPEX,719755,旺矽統一4C購01,0,0,0,0,0,0,9000,5000,4000
TPEX,719763,新漢統一46購01,0,0,0,0,0,0,10000,0,10000
TPEX,719764,新漢統一4A購01,0,0,0,0,0,0,1000,100000,-99000
TPEX,719773,醫揚統一4A購01,0,0,0,0,0,0,0,5000,-5000
TPEX,720171,弘塑國票45購01,0,0,0,0,0,0,37000,0,37000
TPEX,720184,正淩統一56購02,0,0,0,0,0,0,350000,0,350000
TPEX,720188,均豪統一47購01,0,0,0,0,0,0,10000,0,10000
TPEX,720191,富喬統一47購01,0,0,0,0,0,0,2000,0,2000
TPEX,720192,富喬統一48購01,0,0,0,0,0,0,50000,70000,-20000
TPEX,720196,精材統一49購01,0,0,0,0,0,0,30000,0,30000
TPEX,720283,雍智元大46購01,0,0,0,0,0,0,120000,0,120000
TPEX,720563,鈊象國票47購01,0,0,0,0,0,0,8000,313000,-305000
TPEX,720574,台燿元富46購01,0,0,0,0,0,0,0,2000,-2000
TPEX,720586,聯亞凱基46購01,0,0,0,0,0,0,5000,0,5000
TPEX,720639,波若威永豐46購01,0,0,0,0,0,0,0,1000,-1000
TPEX,720745,均豪統一48購02,0,0,0,0,0,0,2000,0,2000
TPEX,720746,旺矽統一56購01,0,0,0,0,0,0,0,103000,-103000
TPEX,720748,雙鴻統一56購01,0,0,0,0,0,0,0,6000,-6000
TPEX,720764,富喬兆豐46購01,0,0,0,0,0,0,30000,12000,18000
TPEX,720808,精材元大46購01,0,0,0,0,0,0,20000,0,20000
TPEX,720827,均豪統一4A購01,0,0,0,0,0,0,100000,0,100000
TPEX,720833,旺矽統一4C購02,0,0,0,0,0,0,6000,0,6000
TPEX,720866,鈊象國票49購01,0,0,0,0,0,0,1000,0,1000
TPEX,720896,鈊象元大47購01,0,0,0,0,0,0,40000,51000,-11000
TPEX,720899,精材元大47購01,0,0,0,0,0,0,10000,0,10000
TPEX,720964,鈊象元大47購02,0,0,0,0,0,0,1227000,1601000,-374000
TPEX,720977,元太統一49購01,0,0,0,0,0,0,0,10000,-10000
TPEX,720979,均豪統一4B購01,0,0,0,0,0,0,4000,0,4000
TPEX,720980,旺矽統一47購02,0,0,0,0,0,0,65000,616000,-551000
TPEX,720981,旺矽統一49購04,0,0,0,0,0,0,98000,377000,-279000
TPEX,720983,波若威統一4B購02,0,0,0,0,0,0,0,32000,-32000
TPEX,721223,鈊象元大46購02,0,0,0,0,0,0,0,46000,-46000
TPEX,721262,華星光元富47購01,0,0,0,0,0,0,67000,45000,22000
TPEX,721266,譜瑞元富47購01,0,0,0,0,0,0,1016000,0,1016000
TPEX,721392,信驊元大47購01,0,0,0,0,0,0,708000,0,708000
TPEX,721477,良維元大47購01,0,0,0,0,0,0,30000,0,30000
TPEX,721511,波若威群益47購01,0,0,0,0,0,0,0,270000,-270000
TPEX,721884,旺矽統一47購03,0,0,0,0,0,0,150000,1000,149000
TPEX,721890,雍智統一48購01,0,0,0,0,0,0,0,1000,-1000
TPEX,721895,鑫科統一47購01,0,0,0,0,0,0,103000,0,103000
TPEX,721997,旺矽統一47購04,0,0,0,0,0,0,90000,52000,38000
TPEX,722008,擎亞統一4B購01,0,0,0,0,0,0,443000,545000,-102000
TPEX,722205,信紘科統一47購04,0,0,0,0,0,0,450000,0,450000
TPEX,722210,擎亞統一4A購01,0,0,0,0,0,0,14000,105000,-91000
TPEX,722218,鈊象群益47購02,0,0,0,0,0,0,30000,0,30000
TPEX,722261,雙鴻元富4A購01,0,0,0,0,0,0,200000,4000,196000
TPEX,722270,台燿統一47購01,0,0,0,0,0,0,210000,50000,160000
TPEX,722274,宏碁資統一47購03,0,0,0,0,0,0,0,2000,-2000
TPEX,722346,千附精統一47購01,0,0,0,0,0,0,304000,246000,58000
TPEX,722353,先進光統一57購01,0,0,0,0,0,0,0,50000,-50000
TPEX,722358,金居統一47購01,0,0,0,0,0,0,0,50000,-50000
TPEX,722366,群聯統一47購02,0,0,0,0,0,0,160000,0,160000
TPEX,722416,千附精統一47購02,0,0,0,0,0,0,777000,451000,326000
TPEX,722418,伍豐統一47購01,0,0,0,0,0,0,0,5000,-5000
TPEX,722426,華景電統一47購02,0,0,0,0,0,0,0,10000,-10000
TPEX,722430,擎亞統一47購02,0,0,0,0,0,0,5000,0,5000
TPEX,722431,擎亞統一4C購01,0,0,0,0,0,0,30000,15000,15000
TPEX,722464,鈊象元大46購03,0,0,0,0,0,0,161000,0,161000
TPEX,722467,群聯元大47購01,0,0,0,0,0,0,1000,0,1000
TPEX,722515,台燿統一47購02,0,0,0,0,0,0,110000,10000,100000
TPEX,722516,台燿統一47購03,0,0,0,0,0,0,0,500000,-500000
TPEX,722528,智擎統一46購02,0,0,0,0,0,0,2000,0,2000
TPEX,722533,廣運統一52購01,0,0,0,0,0,0,0,3000,-3000
TPEX,722565,元太統一48購01,0,0,0,0,0,0,3000,0,3000
TPEX,722566,台燿統一47購04,0,0,0,0,0,0,10000,0,10000
TPEX,722573,華景電統一52購01,0,0,0,0,0,0,0,57000,-57000
TPEX,722629,譜瑞元富48購01,0,0,0,0,0,0,0,4000,-4000
TPEX,722669,群聯凱基48購01,0,0,0,0,0,0,0,2000,-2000
TPEX,722672,台燿統一47購05,0,0,0,0,0,0,0,10000,-10000
TPEX,722688,雙鴻統一52購01,0,0,0,0,0,0,360000,0,360000
TPEX,722724,群聯統一48購01,0,0,0,0,0,0,0,5000,-5000
TPEX,722754,穩懋元大48購02,0,0,0,0,0,0,49000,0,49000
TPEX,722860,台半統一48購01,0,0,0,0,0,0,10000,16000,-6000
TPEX,722866,原相統一48購02,0,0,0,0,0,0,27000,82000,-55000
TPEX,722872,新復興統一48購02,0,0,0,0,0,0,50000,0,50000
TPEX,722883,雙鴻統一4C購01,0,0,0,0,0,0,10000,0,10000
TPEX,722884,雙鴻統一58購02,0,0,0,0,0,0,25000,70000,-45000
TPEX,722889,雙鴻統一52購02,0,0,0,0,0,0,55000,0,55000
TPEX,722912,雙鴻統一4C購02,0,0,0,0,0,0,47000,41000,6000
TPEX,722929,雙鴻元大48購02,0,0,0,0,0,0,10000,12000,-2000
TPEX,722942,安國統一54購01,0,0,0,0,0,0,0,100000,-100000
TPEX,722944,安國統一58購01,0,0,0,0,0,0,10000,0,10000
TPEX,722946,原相統一52購01,0,0,0,0,0,0,0,12000,-12000
TPEX,722947,創惟統一4C購01,0,0,0,0,0,0,11000,26000,-15000
TPEX,722948,富喬統一4C購01,0,0,0,0,0,0,0,18000,-18000
TPEX,722958,頎邦元富48購01,0,0,0,0,0,0,0,66000,-66000
TPEX,722989,神準統一4C購01,0,0,0,0,0,0,137000,460000,-323000
TPEX,722992,華星光統一51購01,0,0,0,0,0,0,42000,21000,21000
TPEX,722993,雙鴻統一4A購02,0,0,0,0,0,0,100000,51000,49000
TPEX,723008,佶優統一4C購01,0,0,0,0,0,0,0,53000,-53000
TPEX,723009,昱展統一52購01,0,0,0,0,0,0,0,55000,-55000
TPEX,723045,高技統一4C購01,0,0,0,0,0,0,120000,28000,92000
TPEX,723050,元太元富48購01,0,0,0,0,0,0,0,5000,-5000
TPEX,723129,千附精統一4C購01,0,0,0,0,0,0,145000,102000,43000
TPEX,723130,旺矽統一48購03,0,0,0,0,0,0,80000,0,80000
TPEX,723195,昱展統一58購01,0,0,0,0,0,0,0,44000,-44000
TPEX,723197,智通統一48購01,0,0,0,0,0,0,10000,20000,-10000
TPEX,723248,環球晶統一48購01,0,0,0,0,0,0,0,10000,-10000
TPEX,723256,優群元富48購01,0,0,0,0,0,0,100000,0,100000
TPEX,723287,巨有統一58購01,0,0,0,0,0,0,0,13000,-13000
TPEX,723288,巨有統一58購02,0,0,0,0,0,0,2000,0,2000
TPEX,723290,波若威統一58購01,0,0,0,0,0,0,70000,46000,24000
TPEX,723293,創惟統一4B購02,0,0,0,0,0,0,167000,687000,-520000
TPEX,723294,創惟統一4B購03,0,0,0,0,0,0,0,446000,-446000
TPEX,723299,波若威永豐45購01,0,0,0,0,0,0,50000,0,50000
TPEX,723311,鈊象元富48購01,0,0,0,0,0,0,45000,37000,8000
TPEX,723335,波若威富邦47購01,0,0,0,0,0,0,85000,10000,75000
TPEX,723361,台燿元富48購01,0,0,0,0,0,0,0,97000,-97000
TPEX,723366,華星光元富48購01,0,0,0,0,0,0,9000,7000,2000
TPEX,723412,神準統一48購01,0,0,0,0,0,0,355000,831000,-476000
TPEX,723413,創惟統一48購02,0,0,0,0,0,0,43000,106000,-63000
TPEX,723415,華星光統一4C購01,0,0,0,0,0,0,124000,60000,64000
TPEX,723416,華星光統一4C購02,0,0,0,0,0,0,149000,130000,19000
TPEX,723417,精剛統一52購01,0,0,0,0,0,0,5000,0,5000
TPEX,723427,佳邦兆豐48購01,0,0,0,0,0,0,15000,30000,-15000
TPEX,723450,宜鼎統一4C購01,0,0,0,0,0,0,6000,0,6000
TPEX,723453,原相統一54購01,0,0,0,0,0,0,0,2000,-2000
TPEX,723455,晶焱統一4C購01,0,0,0,0,0,0,0,10000,-10000
TPEX,723456,翔名統一54購01,0,0,0,0,0,0,0,108000,-108000
TPEX,723460,鈺太統一4C購01,0,0,0,0,0,0,0,28000,-28000
TPEX,723466,旺矽元富48購02,0,0,0,0,0,0,120000,56000,64000
TPEX,723468,智擎元富48購01,0,0,0,0,0,0,0,1000,-1000
TPEX,723505,山富統一4C購01,0,0,0,0,0,0,0,60000,-60000
TPEX,723513,原相統一48購05,0,0,0,0,0,0,1000,0,1000
TPEX,723520,雙鴻統一48購08,0,0,0,0,0,0,100000,0,100000
TPEX,723544,良維凱基46購01,0,0,0,0,0,0,4000,0,4000
TPEX,723570,旺矽元大48購01,0,0,0,0,0,0,0,1000,-1000
TPEX,723573,原相元大45購02,0,0,0,0,0,0,0,2000,-2000
TPEX,723590,華星光國票47購01,0,0,0,0,0,0,1000,21000,-20000
TPEX,723605,信紘科統一48購01,0,0,0,0,0,0,80000,0,80000
TPEX,723607,信驊統一53購01,0,0,0,0,0,0,4000,38000,-34000
TPEX,723660,創惟國票46購01,0,0,0,0,0,0,0,5000,-5000
TPEX,723702,譜瑞元大48購01,0,0,0,0,0,0,300000,3000,297000
TPEX,723705,精剛元富49購01,0,0,0,0,0,0,0,20000,-20000
TPEX,723729,創惟凱基47購01,0,0,0,0,0,0,39000,286000,-247000
TPEX,723808,聯亞群益49購01,0,0,0,0,0,0,0,56000,-56000
TPEX,723827,創惟國票48購01,0,0,0,0,0,0,100000,135000,-35000
TPEX,723841,湧德元富49購01,0,0,0,0,0,0,5000,10000,-5000
TPEX,723880,波若威永豐49購01,0,0,0,0,0,0,93000,69000,24000
TPEX,723898,穩懋元富4A購02,0,0,0,0,0,0,1000,0,1000
TPEX,724003,大綜統一53購01,0,0,0,0,0,0,100000,4000,96000
TPEX,724012,旺矽統一49購05,0,0,0,0,0,0,0,10000,-10000
TPEX,724014,原相統一49購01,0,0,0,0,0,0,10000,0,10000
TPEX,724017,家登統一59購01,0,0,0,0,0,0,0,100000,-100000
TPEX,724018,富喬統一49購01,0,0,0,0,0,0,83000,50000,33000
TPEX,724060,亞泰統一51購01,0,0,0,0,0,0,0,5000,-5000
TPEX,724061,波若威統一59購01,0,0,0,0,0,0,71000,171000,-100000
TPEX,724062,波若威統一59購02,0,0,0,0,0,0,21000,50000,-29000
TPEX,724063,波若威統一59購03,0,0,0,0,0,0,0,10000,-10000
TPEX,724065,旺矽元富49購01,0,0,0,0,0,0,3000,0,3000
TPEX,724104,擎亞元富49購01,0,0,0,0,0,0,6000,0,6000
TPEX,724109,創惟凱基46購01,0,0,0,0,0,0,30000,0,30000
TPEX,724128,能率統一59購01,0,0,0,0,0,0,0,6000,-6000
TPEX,724130,擎亞統一59購01,0,0,0,0,0,0,0,101000,-101000
TPEX,724144,擎亞元大47購01,0,0,0,0,0,0,519000,180000,339000
TPEX,724160,台燿元大49購01,0,0,0,0,0,0,8000,387000,-379000
TPEX,724191,鈊象元富49購01,0,0,0,0,0,0,1000,9000,-8000
TPEX,724194,大宇資兆豐49購01,0,0,0,0,0,0,597000,141000,456000
TPEX,724200,亞泰統一53購01,0,1000,-1000,0,0,0,7000,0,7000
TPEX,724203,精星統一51購01,0,0,0,0,0,0,40000,0,40000
TPEX,724216,台燿元大49購02,0,0,0,0,0,0,438000,391000,47000
TPEX,724243,華星光統一59購01,0,0,0,0,0,0,51000,0,51000
TPEX,724247,友威科凱基49購01,0,0,0,0,0,0,100000,0,100000
TPEX,724254,台燿元大48購01,0,0,0,0,0,0,0,110000,-110000
TPEX,724272,良維元富49購01,0,0,0,0,0,0,0,101000,-101000
TPEX,724275,華星光富邦46購01,0,0,0,0,0,0,130000,110000,20000
TPEX,724308,台燿元大48購02,0,0,0,0,0,0,381000,395000,-14000
TPEX,724373,聰泰統一55購01,0,0,0,0,0,0,46000,0,46000
TPEX,724385,原相富邦46購02,0,0,0,0,0,0,10000,0,10000
TPEX,724387,台燿元富49購01,0,0,0,0,0,0,2000,11000,-9000
TPEX,724393,創惟群益49購01,0,0,0,0,0,0,46000,60000,-14000
TPEX,724407,擎亞元大47購02,0,0,0,0,0,0,10000,3000,7000
TPEX,724410,創惟國票49購01,0,0,0,0,0,0,10000,46000,-36000
TPEX,724421,創惟凱基49購01,0,0,0,0,0,0,5000,0,5000
TPEX,724424,群聯凱基47購01,0,0,0,0,0,0,10000,0,10000
TPEX,724429,奈米醫統一4C購01,0,0,0,0,0,0,0,110000,-110000
TPEX,724478,千附精統一59購01,0,0,0,0,0,0,222000,0,222000
TPEX,724480,弘塑統一53購01,0,0,0,0,0,0,0,130000,-130000
TPEX,724518,精剛凱基47購01,0,0,0,0,0,0,0,60000,-60000
TPEX,724542,桓達統一51購01,0,0,0,0,0,0,0,5000,-5000
TPEX,724546,世紀群益45購01,0,0,0,0,0,0,45000,0,45000
TPEX,724582,鈊象元大48購01,0,0,0,0,0,0,616000,453000,163000
TPEX,724668,昇達科統一59購01,0,0,0,0,0,0,5000,27000,-22000
TPEX,724669,昇達科統一59購02,0,0,0,0,0,0,40000,12000,28000
TPEX,724686,昇達科元大46購01,0,0,0,0,0,0,1008000,10000,998000
TPEX,724725,昇達科富邦47購01,0,0,0,0,0,0,77000,772000,-695000
TPEX,724734,昇達科元富46購01,0,0,0,0,0,0,0,55000,-55000
TPEX,724735,昇達科元富49購01,0,0,0,0,0,0,0,7000,-7000
TPEX,724776,信驊元大47購02,0,0,0,0,0,0,0,10000,-10000
TPEX,724881,伍豐元大46購01,0,0,0,0,0,0,0,2000,-2000
TPEX,724914,鈊象元富46購02,0,0,0,0,0,0,185000,0,185000
TPEX,724952,智通*群益47購01,0,0,0,0,0,0,0,68000,-68000
TPEX,725023,原相元大4A購01,0,0,0,0,0,0,0,10000,-10000
TPEX,725038,信立元富47購01,0,0,0,0,0,0,254000,0,254000
TPEX,725041,波若威統一4A購01,0,0,0,0,0,0,92000,60000,32000
TPEX,725042,波若威統一4A購02,0,0,0,0,0,0,118000,59000,59000
TPEX,725043,波若威統一54購01,0,0,0,0,0,0,56000,65000,-9000
TPEX,725044,波若威統一57購01,0,0,0,0,0,0,52000,5000,47000
TPEX,725049,富喬統一54購01,0,0,0,0,0,0,104000,124000,-20000
TPEX,725050,智冠統一51購01,0,0,0,0,0,0,426000,165000,261000
TPEX,725051,漢磊統一51購01,0,0,0,0,0,0,300000,0,300000
TPEX,725052,網龍統一51購01,0,0,0,0,0,0,439000,72000,367000
TPEX,725053,波若威永豐47購01,0,0,0,0,0,0,322000,402000,-80000
TPEX,725057,擎邦永豐46購01,0,0,0,0,0,0,0,196000,-196000
TPEX,725070,良維凱基46購02,0,0,0,0,0,0,0,38000,-38000
TPEX,725086,常珵群益48購01,0,0,0,0,0,0,28000,10000,18000
TPEX,725087,雙鴻群益4A購01,0,0,0,0,0,0,0,100000,-100000
TPEX,725106,正基元大4A購01,0,0,0,0,0,0,400000,0,400000
TPEX,725117,華星光元大49購01,0,0,0,0,0,0,40000,0,40000
TPEX,725122,台特化統一54購01,0,0,0,0,0,0,50000,130000,-80000
TPEX,725128,竹陞統一54購01,0,0,0,0,0,0,172000,157000,15000
TPEX,725129,竹陞統一56購01,0,0,0,0,0,0,195000,98000,97000
TPEX,725133,華星光統一48購05,0,0,0,0,0,0,4000,0,4000
TPEX,725168,新潤富邦49購01,0,0,0,0,0,0,0,100000,-100000
TPEX,725210,台特化第一46購01,0,0,0,0,0,0,190000,0,190000
TPEX,725217,華星光永豐46購01,0,0,0,0,0,0,6000,0,6000
TPEX,725229,新潤富邦48購01,0,0,0,0,0,0,0,70000,-70000
TPEX,725251,常珵元大4A購01,0,0,0,0,0,0,0,17000,-17000
TPEX,725257,台燿國泰46購01,0,0,0,0,0,0,125000,0,125000
TPEX,725310,富喬元富4A購01,0,0,0,0,0,0,4000,0,4000
TPEX,725333,方土霖統一54購01,0,0,0,0,0,0,0,10000,-10000
TPEX,725336,良維元富47購01,0,0,0,0,0,0,0,118000,-118000
TPEX,725342,緯軟兆豐4A購01,0,0,0,0,0,0,40000,40000,0
TPEX,725363,家登元大49購03,0,0,0,0,0,0,86000,0,86000
TPEX,725373,竹陞群益48購01,0,0,0,0,0,0,56000,15000,41000
TPEX,725396,竹陞國票45購04,0,0,0,0,0,0,18000,0,18000
TPEX,725404,大世科永豐46購01,0,0,0,0,0,0,2000,112000,-110000
TPEX,725405,竹陞永豐46購01,0,0,0,0,0,0,20000,0,20000
TPEX,725410,凡甲統一4A購01,0,0,0,0,0,0,0,585000,-585000
TPEX,725417,營邦元富4A購01,0,0,0,0,0,0,23000,42000,-19000
TPEX,725450,旺矽元大47購01,0,0,0,0,0,0,1000,0,1000
TPEX,725492,濱川國票46購01,0,0,0,0,0,0,8000,0,8000
TPEX,725517,鈊象元大4A購01,0,0,0,0,0,0,0,1000,-1000
TPEX,725541,濱川統一54購01,0,0,0,0,0,0,0,24000,-24000
TPEX,725542,濱川統一56購01,0,0,0,0,0,0,16000,31000,-15000
TPEX,725550,精測凱基46購01,0,0,0,0,0,0,13000,0,13000
TPEX,725580,世禾國票45購01,0,0,0,0,0,0,2000,0,2000
TPEX,725623,博智永豐46購01,0,0,0,0,0,0,200000,0,200000
TPEX,725625,華義永豐46購01,0,0,0,0,0,0,6000,0,6000
TPEX,725631,訊聯統一56購01,0,0,0,0,0,0,1000,0,1000
TPEX,725633,綠界*統一52購01,0,0,0,0,0,0,2000,0,2000
TPEX,725651,力旺中信46購01,0,0,0,0,0,0,0,10000,-10000
TPEX,725652,力旺中信47購01,0,0,0,0,0,0,0,50000,-50000
TPEX,725733,神準富邦46購01,0,0,0,0,0,0,195000,185000,10000
TPEX,725756,群聯兆豐4A購01,0,0,0,0,0,0,120000,2000,118000
TPEX,725808,泰茂永豐47購01,0,0,0,0,0,0,420000,0,420000
TPEX,725809,欣銓兆豐46購01,0,0,0,0,0,0,119000,0,119000
TPEX,725841,台半統一52購01,0,0,0,0,0,0,0,10000,-10000
TPEX,725846,昱展永豐4A購01,0,0,0,0,0,0,221000,33000,188000
TPEX,725867,良維富邦46購01,0,0,0,0,0,0,155000,185000,-30000
TPEX,725881,鈊象元富5A購01,0,0,0,0,0,0,200000,26000,174000
TPEX,725915,昇達科統一4C購01,0,0,0,0,0,0,0,25000,-25000
TPEX,725916,華星光統一4A購02,0,0,0,0,0,0,288000,386000,-98000
TPEX,725921,華星光永豐45購03,0,0,0,0,0,0,30000,0,30000
TPEX,725931,智擎元富4A購01,0,0,0,0,0,0,0,8000,-8000
TPEX,725935,華星光富邦46購02,0,0,0,0,0,0,0,389000,-389000
TPEX,725936,華星光中信46購01,0,0,0,0,0,0,31000,54000,-23000
TPEX,725969,元債20國票46購01,0,0,0,0,0,0,70000,0,70000
TPEX,725994,昇達科統一4C購02,0,0,0,0,0,0,0,110000,-110000
TPEX,726005,鑫科永豐4A購01,0,0,0,0,0,0,5000,0,5000
TPEX,726007,元債20凱基48購01,0,0,0,0,0,0,0,10000,-10000
TPEX,726018,良維國票45購03,0,0,0,0,0,0,0,1000,-1000
TPEX,726037,元債20元富5A購01,0,0,0,0,0,0,240000,10000,230000
TPEX,726042,智通*永豐46購01,0,0,0,0,0,0,400000,0,400000
TPEX,726046,叡揚統一4A購01,0,0,0,0,0,0,30000,0,30000
TPEX,726069,智通*富邦47購01,0,0,0,0,0,0,0,577000,-577000
TPEX,726070,元債20元富5A購02,0,0,0,0,0,0,230000,0,230000
TPEX,726075,智通*元富4A購01,0,0,0,0,0,0,0,30000,-30000
TPEX,726080,昇達科凱基49購01,0,0,0,0,0,0,0,99000,-99000
TPEX,726084,智通*凱基47購01,0,0,0,0,0,0,1547000,1625000,-78000
TPEX,726114,智通*群益47購02,0,0,0,0,0,0,0,3492000,-3492000
TPEX,726123,佶優元富4A購01,0,0,0,0,0,0,20000,0,20000
TPEX,726135,華星光國票46購01,0,0,0,0,0,0,559000,0,559000
TPEX,726173,波若威統一51購01,0,0,0,0,0,0,500000,280000,220000
TPEX,726176,常珵永豐48購01,0,0,0,0,0,0,0,7000,-7000
TPEX,726190,信驊富邦46購01,0,0,0,0,0,0,65000,0,65000
TPEX,726194,元債20元富5B購01,0,0,0,0,0,0,21000,3000,18000
TPEX,726209,智通*國泰47購01,0,0,0,0,0,0,301000,110000,191000
TPEX,726210,華星光國泰47購01,0,0,0,0,0,0,20000,50000,-30000
TPEX,726215,昇達科統一4A購01,0,0,0,0,0,0,8000,110000,-102000
TPEX,726217,智擎統一53購01,0,0,0,0,0,0,0,10000,-10000
TPEX,726222,雙鴻永豐46購01,0,0,0,0,0,0,12000,0,12000
TPEX,726231,智通*國票47購01,0,0,0,0,0,0,0,7000,-7000
TPEX,726232,智通*國票48購01,0,0,0,0,0,0,0,1940000,-1940000
TPEX,726238,鈊象國泰47購01,0,0,0,0,0,0,100000,19000,81000
TPEX,726258,大宇資國票46購02,0,0,0,0,0,0,0,325000,-325000
TPEX,726267,智擎統一4B購01,0,0,0,0,0,0,0,1000,-1000
TPEX,726268,優群統一4A購01,0,0,0,0,0,0,0,83000,-83000
TPEX,726290,國債20群益47購01,0,0,0,0,0,0,5000,60000,-55000
TPEX,726299,華景電元大4B購02,0,0,0,0,0,0,0,3000,-3000
TPEX,726317,波若威統一4C購01,0,0,0,0,0,0,132000,130000,2000
TPEX,726319,精測統一4B購01,0,0,0,0,0,0,0,17000,-17000
TPEX,726320,譜瑞統一4B購01,0,0,0,0,0,0,23000,0,23000
TPEX,726333,雙鴻群益47購04,0,0,0,0,0,0,40000,0,40000
TPEX,726334,威剛兆豐4B購01,0,0,0,0,0,0,4000,104000,-100000
TPEX,726335,優群兆豐47購01,0,0,0,0,0,0,0,30000,-30000
TPEX,726338,元債20富邦4B購01,0,0,0,0,0,0,100000,0,100000
TPEX,726346,威剛永豐46購01,0,0,0,0,0,0,0,30000,-30000
TPEX,726349,神準永豐47購01,0,0,0,0,0,0,98000,96000,2000
TPEX,726356,茂綸國票46購01,0,0,0,0,0,0,51000,0,51000
TPEX,726357,富喬國票46購01,0,0,0,0,0,0,3000,0,3000
TPEX,726361,茂綸統一4C購01,0,0,0,0,0,0,958000,630000,328000
TPEX,726362,環球晶統一4B購01,0,0,0,0,0,0,0,10000,-10000
TPEX,726372,千附精富邦49購01,0,0,0,0,0,0,53000,30000,23000
TPEX,726404,鈊象元大4A購04,0,0,0,0,0,0,0,100000,-100000
TPEX,726413,精測元富4B購01,0,0,0,0,0,0,10000,82000,-72000
TPEX,726415,前鼎兆豐47購01,0,0,0,0,0,0,2000,0,2000
TPEX,726417,譜瑞兆豐4B購01,0,0,0,0,0,0,26000,0,26000
TPEX,726420,友威科永豐4B購01,0,0,0,0,0,0,0,88000,-88000
TPEX,726433,神準國票46購01,0,0,0,0,0,0,14000,20000,-6000
TPEX,726447,良維群益49購01,0,0,0,0,0,0,0,14000,-14000
TPEX,726449,富喬群益47購01,0,0,0,0,0,0,0,102000,-102000
TPEX,726470,大江國票46購01,0,0,0,0,0,0,300000,0,300000
TPEX,726478,順達國票46購01,0,0,0,0,0,0,17000,0,17000
TPEX,726498,群聯元富46購02,0,0,0,0,0,0,40000,23000,17000
TPEX,726501,世禾統一4C購01,0,0,0,0,0,0,36000,0,36000
TPEX,726505,神準富邦48購01,0,0,0,0,0,0,136000,163000,-27000
TPEX,726524,元債20元大48購02,0,0,0,0,0,0,447000,0,447000
TPEX,726526,信立元大4B購01,0,0,0,0,0,0,123000,4000,119000
TPEX,726539,創惟國票46購02,0,0,0,0,0,0,0,1000,-1000
TPEX,726540,群聯國票46購01,0,0,0,0,0,0,2000,0,2000
TPEX,726544,波若威凱基48購01,0,0,0,0,0,0,0,65000,-65000
TPEX,726547,創惟凱基47購02,0,0,0,0,0,0,11000,0,11000
TPEX,726548,順達凱基46購01,0,0,0,0,0,0,10000,10000,0
TPEX,726557,創惟統一4B購04,0,0,0,0,0,0,165000,335000,-170000
TPEX,726558,創惟統一4C購02,0,0,0,0,0,0,176000,218000,-42000
TPEX,726559,創惟統一51購01,0,0,0,0,0,0,50000,46000,4000
TPEX,726561,創惟統一57購01,0,0,0,0,0,0,293000,30000,263000
TPEX,726562,順達統一53購01,0,0,0,0,0,0,0,32000,-32000
TPEX,726568,順達永豐45購01,0,0,0,0,0,0,13000,0,13000
TPEX,726569,中光電兆豐4B購01,0,0,0,0,0,0,10000,20000,-10000
TPEX,726571,創惟富邦48購01,0,0,0,0,0,0,158000,238000,-80000
TPEX,726572,創惟元富4B購01,0,0,0,0,0,0,0,908000,-908000
TPEX,726596,順達元大45購01,0,0,0,0,0,0,30000,0,30000
TPEX,726598,廣明兆豐4B購01,0,0,0,0,0,0,0,2000,-2000
TPEX,726608,順達永豐47購01,0,0,0,0,0,0,215000,103000,112000
TPEX,726613,順達統一4C購01,0,0,0,0,0,0,55000,48000,7000
TPEX,726614,順達統一53購02,0,0,0,0,0,0,335000,154000,181000
TPEX,726624,元債20群益47購03,0,0,0,0,0,0,33000,0,33000
TPEX,726638,順達國票46購02,0,0,0,0,0,0,4000,0,4000
TPEX,726653,順達元大45購05,0,0,0,0,0,0,55000,55000,0
TPEX,726654,順達元大45購06,0,0,0,0,0,0,3000,55000,-52000
TPEX,726657,友威科國票46購01,0,0,0,0,0,0,0,67000,-67000
TPEX,726658,伯特光國票46購02,0,0,0,0,0,0,0,30000,-30000
TPEX,726671,順達富邦47購01,0,0,0,0,0,0,104000,29000,75000
TPEX,726675,順達統一4B購01,0,0,0,0,0,0,352000,233000,119000
