市場,證券代號,證券名稱,外資_買進,外資_賣出,外資_買賣超,投信_買進,投信_賣出,投信_買賣超,自營_買進,自營_賣出,自營_買賣超
TPEX,728832,聖暉*元大48購01,0,0,0,0,0,0,20000,0,20000
TPEX,728835,僑威元大47購01,0,0,0,0,0,0,0,50000,-50000
TPEX,728839,友威科國票49購01,0,0,0,0,0,0,15000,3000,12000
TPEX,728840,加百裕國票47購01,0,0,0,0,0,0,0,1000,-1000
TPEX,728841,加百裕國票48購01,0,0,0,0,0,0,1000,0,1000
TPEX,728843,良維國票48購02,0,0,0,0,0,0,43000,3000,40000
TPEX,728844,僑威國票48購01,0,0,0,0,0,0,0,238000,-238000
TPEX,728846,雙鴻國票48購01,0,0,0,0,0,0,5000,0,5000
TPEX,728848,台特化統一51購02,0,0,0,0,0,0,0,228000,-228000
TPEX,728850,旺矽統一51購01,0,0,0,0,0,0,0,1000,-1000
TPEX,728853,湧德統一57購01,0,0,0,0,0,0,312000,18000,294000
TPEX,728858,台燿永豐47購03,0,0,0,0,0,0,20000,189000,-169000
TPEX,728860,泰茂永豐54購01,0,0,0,0,0,0,28000,0,28000
TPEX,728861,僑威永豐51購01,0,0,0,0,0,0,20000,78000,-58000
TPEX,728869,系微兆豐51購01,0,0,0,0,0,0,23000,20000,3000
TPEX,728871,神準兆豐51購01,0,0,0,0,0,0,652000,94000,558000
TPEX,728874,雙鴻富邦49購01,0,0,0,0,0,0,30000,0,30000
TPEX,728882,元債20凱基4B購01,0,0,0,0,0,0,24000,0,24000
TPEX,728885,茂達凱基48購01,0,0,0,0,0,0,0,943000,-943000
TPEX,728887,聖暉*凱基4A購01,0,0,0,0,0,0,4000,24000,-20000
TPEX,728900,加百裕元大47購06,0,0,0,0,0,0,60000,0,60000
TPEX,728907,金居元大47購01,0,0,0,0,0,0,100000,0,100000
TPEX,728910,智擎元大47購02,0,0,0,0,0,0,20000,3000,17000
TPEX,728911,湧德元大4A購01,0,0,0,0,0,0,0,20000,-20000
TPEX,728916,錦明元大47購01,0,0,0,0,0,0,2000,50000,-48000
TPEX,728919,神準富邦4A購01,0,0,0,0,0,0,474000,0,474000
TPEX,728920,元債20元富61購01,0,0,0,0,0,0,119000,4000,115000
TPEX,728921,台特化元富4A購01,0,0,0,0,0,0,6000,0,6000
TPEX,728922,伯特光元富51購01,0,0,0,0,0,0,0,73000,-73000
TPEX,728936,智擎群益47購02,0,0,0,0,0,0,10000,0,10000
TPEX,728947,加百裕國票4B購01,0,0,0,0,0,0,4000,70000,-66000
TPEX,728952,欣銓國票48購01,0,0,0,0,0,0,0,1000,-1000
TPEX,728953,高端國票48購02,0,0,0,0,0,0,66000,78000,-12000
TPEX,728955,新復興國票47購04,0,0,0,0,0,0,0,290000,-290000
TPEX,728956,錦明國票47購01,0,0,0,0,0,0,12000,204000,-192000
TPEX,728957,友輝永豐4A購01,0,0,0,0,0,0,5000,5000,0
TPEX,728960,良維統一51購01,0,0,0,0,0,0,20000,5000,15000
TPEX,728966,瀧澤科統一57購01,0,0,0,0,0,0,0,50000,-50000
TPEX,728968,錦明第一47購01,0,0,0,0,0,0,0,5000,-5000
TPEX,728970,台燿凱基49購02,0,0,0,0,0,0,32000,89000,-57000
TPEX,728973,高端凱基48購01,0,0,0,0,0,0,0,1000,-1000
TPEX,728979,聖暉*國泰48購01,0,0,0,0,0,0,0,49000,-49000
TPEX,728984,台特化元大47購02,0,0,0,0,0,0,0,187000,-187000
TPEX,728985,台特化元大47購03,0,0,0,0,0,0,2000,32000,-30000
TPEX,728986,台特化元大47購04,0,0,0,0,0,0,0,10000,-10000
TPEX,728991,佳邦元大47購02,0,0,0,0,0,0,35000,65000,-30000
TPEX,728995,僑威元大47購02,0,0,0,0,0,0,0,23000,-23000
TPEX,729006,台特化元富4A購02,0,0,0,0,0,0,47000,9000,38000
TPEX,729007,高鋒元富51購01,0,0,0,0,0,0,0,10000,-10000
TPEX,729009,僑威元富47購01,0,0,0,0,0,0,0,30000,-30000
TPEX,729010,僑威元富57購01,0,0,0,0,0,0,0,9000,-9000
TPEX,729012,台特化國泰48購01,0,0,0,0,0,0,39000,28000,11000
TPEX,729013,台特化國泰48購02,0,0,0,0,0,0,0,1000,-1000
TPEX,729015,台特化群益49購01,0,0,0,0,0,0,0,59000,-59000
TPEX,729019,欣銓群益49購01,0,0,0,0,0,0,0,7000,-7000
TPEX,729020,錦明群益49購01,0,0,0,0,0,0,8000,7000,1000
TPEX,729024,欣銓國票48購02,0,0,0,0,0,0,0,16000,-16000
TPEX,729028,力致統一57購01,0,0,0,0,0,0,0,51000,-51000
TPEX,729030,昇達科統一51購03,0,0,0,0,0,0,9000,199000,-190000
TPEX,729031,欣銓統一55購01,0,0,0,0,0,0,18000,69000,-51000
TPEX,729033,神準統一51購01,0,0,0,0,0,0,52000,0,52000
TPEX,729034,大宇資凱基47購01,0,0,0,0,0,0,44000,30000,14000
TPEX,729038,東捷凱基47購02,0,0,0,0,0,0,26000,0,26000
TPEX,729039,欣銓凱基47購01,0,0,0,0,0,0,0,50000,-50000
TPEX,729046,欣銓永豐48購01,0,0,0,0,0,0,0,11000,-11000
TPEX,729048,錦明永豐47購01,0,0,0,0,0,0,0,110000,-110000
TPEX,729050,擎亞永豐47購01,0,0,0,0,0,0,2000,0,2000
TPEX,729054,台特化元大4A購01,0,0,0,0,0,0,335000,327000,8000
TPEX,729055,台特化元大51購01,0,0,0,0,0,0,277000,84000,193000
TPEX,729057,欣銓元大47購02,0,0,0,0,0,0,489000,0,489000
TPEX,729060,聖暉*元大4B購01,0,0,0,0,0,0,0,50000,-50000
TPEX,729061,僑威元大47購03,0,0,0,0,0,0,150000,338000,-188000
TPEX,729064,新復興元富4A購01,0,0,0,0,0,0,40000,20000,20000
TPEX,729065,新漢元富47購02,0,0,0,0,0,0,0,1000,-1000
TPEX,729069,高鋒統一55購01,0,0,0,0,0,0,0,68000,-68000
TPEX,729070,新漢統一51購03,0,0,0,0,0,0,0,634000,-634000
TPEX,729071,伍豐永豐48購01,0,0,0,0,0,0,29000,139000,-110000
TPEX,729072,高端永豐48購01,0,0,0,0,0,0,210000,20000,190000
TPEX,729074,富喬永豐4A購01,0,0,0,0,0,0,0,18000,-18000
TPEX,729079,百德凱基47購02,0,0,0,0,0,0,0,100000,-100000
TPEX,729080,良維凱基47購01,0,0,0,0,0,0,0,33000,-33000
TPEX,729082,泰茂凱基47購01,0,0,0,0,0,0,539000,100000,439000
TPEX,729083,神準凱基48購01,0,0,0,0,0,0,106000,34000,72000
TPEX,729084,湧德凱基47購02,0,0,0,0,0,0,0,131000,-131000
TPEX,729088,漢磊群益48購01,0,0,0,0,0,0,0,10000,-10000
TPEX,729093,前鼎國票48購02,0,0,0,0,0,0,20000,0,20000
TPEX,729097,台特化台新47購01,0,0,0,0,0,0,0,10000,-10000
TPEX,729099,新漢台新47購01,0,0,0,0,0,0,1000,2000,-1000
TPEX,729102,M31元大47購03,0,0,0,0,0,0,170000,70000,100000
TPEX,729105,台特化元大49購01,0,0,0,0,0,0,271000,252000,19000
TPEX,729106,台特化元大4A購02,0,0,0,0,0,0,77000,74000,3000
TPEX,729107,台特化元大51購02,0,0,0,0,0,0,16000,350000,-334000
TPEX,729109,欣銓元大47購04,0,0,0,0,0,0,1000,29000,-28000
TPEX,729110,欣銓元大47購05,0,0,0,0,0,0,489000,0,489000
TPEX,729111,欣銓元大47購06,0,0,0,0,0,0,0,9000,-9000
TPEX,729112,神準元大47購01,0,0,0,0,0,0,422000,0,422000
TPEX,729117,華星光元大48購01,0,0,0,0,0,0,0,68000,-68000
TPEX,729123,華星光兆豐51購01,0,0,0,0,0,0,77000,47000,30000
TPEX,729124,M31富邦49購01,0,0,0,0,0,0,58000,60000,-2000
TPEX,729125,朋程富邦49購01,0,0,0,0,0,0,30000,0,30000
TPEX,729127,華星光富邦49購01,0,0,0,0,0,0,80000,75000,5000
TPEX,729134,高端元富47購01,0,0,0,0,0,0,381000,0,381000
TPEX,729137,高端元富4A購01,0,0,0,0,0,0,0,285000,-285000
TPEX,729138,高端元富51購01,0,0,0,0,0,0,116000,644000,-528000
TPEX,729140,華星光元富51購01,0,0,0,0,0,0,50000,184000,-134000
TPEX,729141,M31凱基47購01,0,0,0,0,0,0,6000,0,6000
TPEX,729146,欣銓凱基47購02,0,0,0,0,0,0,0,5000,-5000
TPEX,729148,華星光凱基47購01,0,0,0,0,0,0,4000,0,4000
TPEX,729153,漢磊凱基48購01,0,0,0,0,0,0,28000,2000,26000
TPEX,729156,M31國票48購03,0,0,0,0,0,0,75000,55000,20000
TPEX,729157,M31國票48購04,0,0,0,0,0,0,21000,0,21000
TPEX,729160,昇達科國票48購02,0,0,0,0,0,0,0,20000,-20000
TPEX,729162,威剛國票48購01,0,0,0,0,0,0,68000,88000,-20000
TPEX,729163,高端國票48購05,0,0,0,0,0,0,11000,0,11000
TPEX,729164,華星光國票48購01,0,0,0,0,0,0,0,763000,-763000
TPEX,729168,M31第一47購01,0,0,0,0,0,0,0,10000,-10000
TPEX,729170,M31統一59購01,0,0,0,0,0,0,22000,182000,-160000
TPEX,729171,M31統一61購01,0,0,0,0,0,0,2000,0,2000
TPEX,729179,系統電統一53購02,0,0,0,0,0,0,0,19000,-19000
TPEX,729183,華星光統一51購02,0,0,0,0,0,0,30000,55000,-25000
TPEX,729184,華星光統一51購03,0,0,0,0,0,0,44000,35000,9000
TPEX,729186,華星光統一61購01,0,0,0,0,0,0,107000,107000,0
TPEX,729187,華星光統一61購02,0,0,0,0,0,0,10000,10000,0
TPEX,729188,新漢統一4C購01,0,0,0,0,0,0,0,34000,-34000
TPEX,729191,M31永豐49購01,0,0,0,0,0,0,15000,0,15000
TPEX,729192,M31永豐49購02,0,0,0,0,0,0,0,10000,-10000
TPEX,729197,華星光永豐48購02,0,0,0,0,0,0,0,1000,-1000
TPEX,729198,華星光永豐4A購01,0,0,0,0,0,0,60000,0,60000
TPEX,729199,華星光永豐4B購01,0,0,0,0,0,0,35000,0,35000
TPEX,729201,華星光台新47購01,0,0,0,0,0,0,0,20000,-20000
TPEX,729202,M31中信47購01,0,0,0,0,0,0,0,629000,-629000
TPEX,729203,M31中信48購01,0,0,0,0,0,0,0,20000,-20000
TPEX,729204,欣銓中信47購01,0,0,0,0,0,0,2000,0,2000
TPEX,729206,華星光中信48購01,0,0,0,0,0,0,10000,50000,-40000
TPEX,729210,元太群益48購02,0,0,0,0,0,0,0,70000,-70000
TPEX,729211,台特化群益51購01,0,0,0,0,0,0,0,78000,-78000
TPEX,729213,良維群益49購02,0,0,0,0,0,0,20000,0,20000
TPEX,729218,華星光群益48購02,0,0,0,0,0,0,99000,77000,22000
TPEX,729219,華星光群益48購03,0,0,0,0,0,0,10000,0,10000
TPEX,729220,僑威群益47購02,0,0,0,0,0,0,0,4000,-4000
TPEX,729222,環球晶群益48購01,0,0,0,0,0,0,91000,63000,28000
TPEX,729224,台特化統一51購04,0,0,0,0,0,0,100000,0,100000
TPEX,729228,神盾統一51購03,0,0,0,0,0,0,37000,58000,-21000
TPEX,729229,高鋒統一51購01,0,0,0,0,0,0,1000,47000,-46000
TPEX,729232,欣銓元富47購02,0,0,0,0,0,0,3000,33000,-30000
TPEX,729239,元太永豐49購01,0,0,0,0,0,0,33000,15000,18000
TPEX,729240,華星光永豐47購01,0,0,0,0,0,0,35000,35000,0
TPEX,729242,欣銓富邦48購01,0,0,0,0,0,0,256000,187000,69000
TPEX,729244,能率國票48購01,0,0,0,0,0,0,110000,133000,-23000
TPEX,729245,聖暉*國票48購02,0,0,0,0,0,0,0,20000,-20000
TPEX,729251,台特化元大4B購01,0,0,0,0,0,0,154000,0,154000
TPEX,729253,欣銓元大47購07,0,0,0,0,0,0,0,5000,-5000
TPEX,729256,華星光元大48購02,0,0,0,0,0,0,20000,0,20000
TPEX,729258,僑威元大47購04,0,0,0,0,0,0,205000,216000,-11000
TPEX,729262,台特化凱基51購01,0,0,0,0,0,0,2000,1000,1000
TPEX,729264,良維凱基47購02,0,0,0,0,0,0,0,63000,-63000
TPEX,729267,欣銓凱基48購01,0,0,0,0,0,0,0,299000,-299000
TPEX,729269,華星光凱基48購01,0,0,0,0,0,0,0,5000,-5000
TPEX,729275,欣銓群益48購03,0,0,0,0,0,0,0,8000,-8000
TPEX,729276,華星光群益49購01,0,0,0,0,0,0,55000,75000,-20000
TPEX,729278,欣銓國泰48購01,0,0,0,0,0,0,0,7000,-7000
TPEX,729282,原相富邦49購01,0,0,0,0,0,0,2000,758000,-756000
TPEX,729289,台特化元大47購05,0,0,0,0,0,0,0,10000,-10000
TPEX,729290,台特化元大4A購03,0,0,0,0,0,0,0,375000,-375000
TPEX,729291,台特化元大4B購02,0,0,0,0,0,0,0,20000,-20000
TPEX,729296,系微元大47購05,0,0,0,0,0,0,0,30000,-30000
TPEX,729297,良維元大47購03,0,0,0,0,0,0,0,332000,-332000
TPEX,729300,欣銓元大47購12,0,0,0,0,0,0,0,24000,-24000
TPEX,729302,富喬元大47購05,0,0,0,0,0,0,5000,0,5000
TPEX,729308,環球晶元大47購03,0,0,0,0,0,0,25000,0,25000
TPEX,729311,聖暉*國票48購03,0,0,0,0,0,0,16000,0,16000
TPEX,729318,信立永豐51購01,0,0,0,0,0,0,2000,1000,1000
TPEX,729320,鈊象永豐51購01,0,0,0,0,0,0,14000,56000,-42000
TPEX,729323,大樹群益48購01,0,0,0,0,0,0,0,61000,-61000
TPEX,729325,台特化群益47購02,0,0,0,0,0,0,10000,0,10000
TPEX,729327,欣銓群益49購02,0,0,0,0,0,0,0,6000,-6000
TPEX,729329,富喬群益47購04,0,0,0,0,0,0,200000,232000,-32000
TPEX,729338,欣銓凱基48購02,0,0,0,0,0,0,0,6000,-6000
TPEX,729342,僑威凱基48購01,0,0,0,0,0,0,0,22000,-22000
TPEX,729344,精測凱基48購03,0,0,0,0,0,0,94000,37000,57000
TPEX,729345,CT債20元大49購01,0,0,0,0,0,0,30000,0,30000
TPEX,729351,良維元大47購04,0,0,0,0,0,0,4000,375000,-371000
TPEX,729356,欣銓統一51購01,0,0,0,0,0,0,18000,71000,-53000
TPEX,729357,振曜統一51購01,0,0,0,0,0,0,103000,0,103000
TPEX,729360,群聯統一51購02,0,0,0,0,0,0,0,10000,-10000
TPEX,729363,德微統一51購02,0,0,0,0,0,0,0,3988000,-3988000
TPEX,729364,大宇資永豐47購01,0,0,0,0,0,0,157000,541000,-384000
TPEX,729367,欣銓永豐49購01,0,0,0,0,0,0,0,2000,-2000
TPEX,729373,華星光國票48購03,0,0,0,0,0,0,0,19000,-19000
TPEX,729376,威剛富邦4A購01,0,0,0,0,0,0,79000,137000,-58000
TPEX,729382,昇達科元富51購01,0,0,0,0,0,0,3000,0,3000
TPEX,729384,僑威元富48購01,0,0,0,0,0,0,0,410000,-410000
TPEX,729388,台燿凱基47購04,0,0,0,0,0,0,0,28000,-28000
TPEX,729389,立端凱基47購01,0,0,0,0,0,0,10000,0,10000
TPEX,729391,欣銓凱基47購03,0,0,0,0,0,0,0,5000,-5000
TPEX,729393,越峰凱基47購01,0,0,0,0,0,0,0,19000,-19000
TPEX,729394,鈊象凱基48購05,0,0,0,0,0,0,10000,105000,-95000
TPEX,729403,昇達科群益49購01,0,0,0,0,0,0,66000,0,66000
TPEX,729406,華星光群益4B購02,0,0,0,0,0,0,84000,48000,36000
TPEX,729407,群聯群益47購03,0,0,0,0,0,0,2000,0,2000
TPEX,729416,欣銓永豐48購03,0,0,0,0,0,0,20000,0,20000
TPEX,729417,威剛永豐4A購01,0,0,0,0,0,0,0,75000,-75000
TPEX,729424,華星光元大48購03,0,0,0,0,0,0,38000,0,38000
TPEX,729427,聖暉*元大4B購02,0,0,0,0,0,0,2000,0,2000
TPEX,729430,精測元大48購02,0,0,0,0,0,0,0,86000,-86000
TPEX,729431,CT債20凱基4A購01,0,0,0,0,0,0,10000,0,10000
TPEX,729439,聖暉*凱基49購01,0,0,0,0,0,0,15000,0,15000
TPEX,729440,元太富邦49購01,0,0,0,0,0,0,34000,510000,-476000
TPEX,729442,大宇資國票49購01,0,0,0,0,0,0,10000,0,10000
TPEX,729446,神盾國票49購01,0,0,0,0,0,0,0,100000,-100000
TPEX,729461,振曜富邦4A購01,0,0,0,0,0,0,591000,1000,590000
TPEX,729467,信驊元大48購05,0,0,0,0,0,0,31000,1000,30000
TPEX,729468,原相元大4A購04,0,0,0,0,0,0,0,5000,-5000
TPEX,729469,富喬元大48購03,0,0,0,0,0,0,0,35000,-35000
TPEX,729473,聖暉*元富48購01,0,0,0,0,0,0,15000,0,15000
TPEX,729474,中美晶國票4A購01,0,0,0,0,0,0,11000,0,11000
TPEX,729477,家登國票48購01,0,0,0,0,0,0,65000,0,65000
TPEX,729483,精測國泰49購01,0,0,0,0,0,0,3000,9000,-6000
TPEX,729486,力旺統一54購02,0,0,0,0,0,0,0,70000,-70000
TPEX,729488,信驊統一52購01,0,0,0,0,0,0,0,20000,-20000
TPEX,729489,信驊統一56購01,0,0,0,0,0,0,5000,40000,-35000
TPEX,729490,原相統一51購01,0,0,0,0,0,0,10000,20000,-10000
TPEX,729493,華星光統一52購01,0,0,0,0,0,0,15000,5000,10000
TPEX,729496,聰泰統一52購01,0,0,0,0,0,0,0,19000,-19000
TPEX,729497,昇達科永豐4B購01,0,0,0,0,0,0,0,36000,-36000
TPEX,729498,信驊永豐49購01,0,0,0,0,0,0,0,5000,-5000
TPEX,729499,國債20永豐55購01,0,0,0,0,0,0,1000,12000,-11000
TPEX,729501,世界凱基48購01,0,0,0,0,0,0,0,84000,-84000
TPEX,729502,立敦凱基48購01,0,0,0,0,0,0,0,19000,-19000
TPEX,729506,信驊凱基48購02,0,0,0,0,0,0,20000,50000,-30000
TPEX,729514,信驊群益48購03,0,0,0,0,0,0,20000,400000,-380000
TPEX,729522,欣銓元大48購01,0,0,0,0,0,0,349000,0,349000
TPEX,729523,原相元大4B購01,0,0,0,0,0,0,30000,0,30000
TPEX,729532,欣銓統一58購01,0,0,0,0,0,0,59000,0,59000
TPEX,729534,高鋒統一56購01,0,0,0,0,0,0,0,26000,-26000
TPEX,729537,僑威統一4C購01,0,0,0,0,0,0,0,131000,-131000
TPEX,729540,欣銓永豐49購02,0,0,0,0,0,0,1000,0,1000
TPEX,729541,康全電永豐4A購01,0,0,0,0,0,0,140000,1000,139000
TPEX,729544,銳澤永豐52購01,0,0,0,0,0,0,16000,0,16000
TPEX,729545,耀勝永豐48購01,0,0,0,0,0,0,0,15000,-15000
TPEX,729548,欣銓凱基4A購01,0,0,0,0,0,0,140000,0,140000
TPEX,729556,神盾國票49購02,0,0,0,0,0,0,75000,0,75000
TPEX,729558,騰雲國票49購01,0,0,0,0,0,0,97000,1000,96000
TPEX,729560,艾訊兆豐52購01,0,0,0,0,0,0,0,2000,-2000
TPEX,729561,欣銓兆豐4A購01,0,0,0,0,0,0,179000,139000,40000
TPEX,729562,台燿富邦4A購01,0,0,0,0,0,0,381000,581000,-200000
TPEX,729563,系微富邦4A購01,0,0,0,0,0,0,600000,0,600000
TPEX,729568,大中群益4B購01,0,0,0,0,0,0,6000,12000,-6000
TPEX,729569,欣銓群益4A購01,0,0,0,0,0,0,20000,0,20000
TPEX,729570,原相群益48購01,0,0,0,0,0,0,40000,20000,20000
TPEX,729575,良維國票49購01,0,0,0,0,0,0,3000,5000,-2000
TPEX,729578,神準國票49購01,0,0,0,0,0,0,132000,35000,97000
TPEX,729579,鈊象國票49購02,0,0,0,0,0,0,0,27000,-27000
TPEX,729591,泰茂凱基48購01,0,0,0,0,0,0,25000,0,25000
TPEX,729593,萬潤凱基48購02,0,0,0,0,0,0,380000,10000,370000
TPEX,729594,萬潤凱基48購03,0,0,0,0,0,0,30000,0,30000
TPEX,729605,富喬元大48購04,0,0,0,0,0,0,0,113000,-113000
TPEX,729606,華星光元大4B購04,0,0,0,0,0,0,0,24000,-24000
TPEX,729608,精測元大48購03,0,0,0,0,0,0,0,84000,-84000
TPEX,729611,台燿永豐48購02,0,0,0,0,0,0,249000,33000,216000
TPEX,729613,智通*永豐48購01,0,0,0,0,0,0,0,47000,-47000
TPEX,729615,萬潤永豐4B購01,0,0,0,0,0,0,0,20000,-20000
TPEX,729617,中美晶國泰49購01,0,0,0,0,0,0,20000,0,20000
TPEX,729622,欣銓統一51購02,0,0,0,0,0,0,84000,268000,-184000
TPEX,729624,能率統一52購01,0,0,0,0,0,0,0,20000,-20000
TPEX,729626,萬潤統一52購01,0,0,0,0,0,0,0,1000,-1000
TPEX,729630,僑威統一52購01,0,0,0,0,0,0,0,16000,-16000
TPEX,729631,擎亞統一52購01,0,0,0,0,0,0,6000,38000,-32000
TPEX,729634,擎亞富邦4A購01,0,0,0,0,0,0,201000,11000,190000
TPEX,729640,原相群益48購03,0,0,0,0,0,0,30000,15000,15000
TPEX,729642,精材群益4A購01,0,0,0,0,0,0,101000,10000,91000
TPEX,729650,富喬國票49購02,0,0,0,0,0,0,20000,0,20000
TPEX,729654,台燿凱基4A購01,0,0,0,0,0,0,61000,260000,-199000
TPEX,729656,宏捷科凱基48購01,0,0,0,0,0,0,0,2000,-2000
TPEX,729657,欣銓凱基4A購02,0,0,0,0,0,0,0,5000,-5000
TPEX,729661,緯軟凱基48購01,0,0,0,0,0,0,82000,0,82000
TPEX,729662,擎亞凱基48購01,0,0,0,0,0,0,290000,146000,144000
TPEX,729666,竹陞永豐49購01,0,0,0,0,0,0,50000,5000,45000
TPEX,729667,原相永豐4A購01,0,0,0,0,0,0,40000,29000,11000
TPEX,729668,泰茂永豐4B購01,0,0,0,0,0,0,66000,0,66000
TPEX,729669,神準永豐4A購01,0,0,0,0,0,0,40000,29000,11000
TPEX,729681,旺矽元大4B購02,0,0,0,0,0,0,0,10000,-10000
TPEX,729682,欣銓元大48購02,0,0,0,0,0,0,50000,0,50000
TPEX,729686,原相元大48購06,0,0,0,0,0,0,0,10000,-10000
TPEX,729688,鈊象元大48購04,0,0,0,0,0,0,0,11000,-11000
TPEX,729692,僑威元大48購03,0,0,0,0,0,0,0,29000,-29000
TPEX,729693,雙鴻元大48購07,0,0,0,0,0,0,43000,0,43000
TPEX,729694,旺矽國泰49購01,0,0,0,0,0,0,5000,1000,4000
TPEX,729695,旺矽國泰49購02,0,0,0,0,0,0,0,8000,-8000
TPEX,729696,正基富邦4A購01,0,0,0,0,0,0,0,15000,-15000
TPEX,729697,神盾富邦4A購01,0,0,0,0,0,0,0,349000,-349000
TPEX,729698,中美晶統一52購01,0,0,0,0,0,0,195000,331000,-136000
TPEX,729707,振曜統一52購01,0,0,0,0,0,0,103000,127000,-24000
TPEX,729717,僑威兆豐4A購01,0,0,0,0,0,0,1000,10000,-9000
TPEX,729719,台燿群益48購03,0,0,0,0,0,0,5000,200000,-195000
TPEX,729727,鈊象群益48購02,0,0,0,0,0,0,11000,32000,-21000
TPEX,729729,精材群益4A購02,0,0,0,0,0,0,110000,69000,41000
TPEX,729735,欣銓元大48購03,0,0,0,0,0,0,10000,10000,0
TPEX,729746,宏碁資凱基49購01,0,0,0,0,0,0,300000,0,300000
TPEX,729748,旺矽凱基4B購01,0,0,0,0,0,0,0,100000,-100000
TPEX,729749,原相凱基48購01,0,0,0,0,0,0,5000,0,5000
TPEX,729753,精測凱基4C購01,0,0,0,0,0,0,0,6000,-6000
TPEX,729754,雙鴻凱基49購04,0,0,0,0,0,0,0,1000,-1000
TPEX,729767,神盾永豐4A購01,0,0,0,0,0,0,17000,0,17000
TPEX,729768,博智永豐49購01,0,0,0,0,0,0,47000,351000,-304000
TPEX,729770,僑威永豐4A購01,0,0,0,0,0,0,0,57000,-57000
TPEX,729771,擎亞永豐49購01,0,0,0,0,0,0,0,21000,-21000
TPEX,729775,台燿國票4A購01,0,0,0,0,0,0,27000,18000,9000
TPEX,729779,金益鼎國票49購01,0,0,0,0,0,0,0,11000,-11000
TPEX,729780,原相國票49購01,0,0,0,0,0,0,1000,0,1000
TPEX,729783,博智國票48購01,0,0,0,0,0,0,12000,50000,-38000
TPEX,729787,譜瑞國票49購01,0,0,0,0,0,0,10000,26000,-16000
TPEX,729790,欣銓富邦49購01,0,0,0,0,0,0,0,45000,-45000
TPEX,729791,台燿統一58購01,0,0,0,0,0,0,12000,91000,-79000
TPEX,729795,永信建統一52購03,0,0,0,0,0,0,119000,177000,-58000
TPEX,729799,金益鼎統一58購01,0,0,0,0,0,0,0,4000,-4000
TPEX,729800,胡連統一52購03,0,0,0,0,0,0,0,21000,-21000
TPEX,729801,博智統一52購01,0,0,0,0,0,0,286000,267000,19000
TPEX,729805,緯軟統一52購01,0,0,0,0,0,0,0,101000,-101000
TPEX,729806,擎亞統一52購02,0,0,0,0,0,0,850000,183000,667000
TPEX,729810,宏碁資元富4B購01,0,0,0,0,0,0,9000,16000,-7000
TPEX,729818,世禾永豐49購01,0,0,0,0,0,0,0,37000,-37000
TPEX,729819,原相永豐49購01,0,0,0,0,0,0,230000,476000,-246000
TPEX,729821,神準永豐4B購01,0,0,0,0,0,0,94000,0,94000
TPEX,729826,佶優群益49購01,0,0,0,0,0,0,0,88000,-88000
TPEX,729830,華研群益4A購01,0,0,0,0,0,0,13000,0,13000
TPEX,729831,鈊象群益48購03,0,0,0,0,0,0,0,5000,-5000
TPEX,729833,欣銓兆豐4A購02,0,0,0,0,0,0,65000,59000,6000
TPEX,729835,聰泰兆豐52購01,0,0,0,0,0,0,0,33000,-33000
TPEX,729838,金益鼎凱基48購01,0,0,0,0,0,0,3000,31000,-28000
TPEX,729839,胡連凱基48購02,0,0,0,0,0,0,0,66000,-66000
TPEX,729841,鈊象凱基48購07,0,0,0,0,0,0,0,18000,-18000
TPEX,729843,譜瑞凱基4C購01,0,0,0,0,0,0,0,23000,-23000
TPEX,729845,弘塑元大48購04,0,0,0,0,0,0,0,10000,-10000
TPEX,729859,IET國票4A購01,0,0,0,0,0,0,0,521000,-521000
TPEX,729862,宜鼎國票49購01,0,0,0,0,0,0,27000,50000,-23000
TPEX,729863,雍智國票49購01,0,0,0,0,0,0,15000,0,15000
TPEX,729864,擎亞國票4A購01,0,0,0,0,0,0,20000,60000,-40000
TPEX,729865,耀勝國票4A購01,0,0,0,0,0,0,0,10000,-10000
TPEX,729870,大綜統一52購01,0,0,0,0,0,0,111000,34000,77000
TPEX,729871,中美晶統一52購02,0,0,0,0,0,0,92000,103000,-11000
TPEX,729873,台燿統一52購01,0,0,0,0,0,0,17000,0,17000
TPEX,729881,金益鼎統一52購01,0,0,0,0,0,0,3000,0,3000
TPEX,729884,新復興統一58購03,0,0,0,0,0,0,110000,0,110000
TPEX,729885,精材統一52購02,0,0,0,0,0,0,0,10000,-10000
TPEX,729891,緯軟統一52購02,0,0,0,0,0,0,0,15000,-15000
TPEX,729893,耀勝統一51購01,0,0,0,0,0,0,0,200000,-200000
TPEX,729896,元太富邦4A購01,0,0,0,0,0,0,258000,200000,58000
TPEX,729898,良維富邦4A購01,0,0,0,0,0,0,0,22000,-22000
TPEX,729904,富喬群益4A購01,0,0,0,0,0,0,0,11000,-11000
TPEX,729905,富喬群益4C購01,0,0,0,0,0,0,30000,30000,0
TPEX,729916,良維元大49購02,0,0,0,0,0,0,0,632000,-632000
TPEX,729917,欣銓元大48購05,0,0,0,0,0,0,10000,0,10000
TPEX,729920,新復興元大48購03,0,0,0,0,0,0,20000,0,20000
TPEX,729929,宜鼎凱基49購01,0,0,0,0,0,0,0,6000,-6000
TPEX,729933,新漢凱基48購01,0,0,0,0,0,0,3000,17000,-14000
TPEX,729934,精材凱基4A購01,0,0,0,0,0,0,36000,19000,17000
TPEX,729935,叡揚凱基48購02,0,0,0,0,0,0,76000,129000,-53000
TPEX,729937,僑威元富48購02,0,0,0,0,0,0,0,43000,-43000
