"114年04月28日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","22,611.02","+","188.62","0.84","",
"發行量加權股價指數","20,034.41","+","161.68","0.81","",
"臺灣公司治理100指數","11,969.40","+","104.62","0.88","",
"臺灣50指數","16,751.65","+","139.89","0.84","",
"臺灣50權重上限30%指數","14,560.32","+","107.14","0.74","",
"臺灣中型100指數","17,036.43","+","100.34","0.59","",
"臺灣資訊科技指數","32,981.20","+","285.03","0.87","",
"臺灣發達指數","8,939.93","+","68.82","0.78","",
"臺灣高股息指數","8,700.77","+","53.93","0.62","",
"臺灣就業99指數","11,991.69","+","78.64","0.66","",
"臺灣高薪100指數","10,889.79","+","56.70","0.52","",
"未含金融指數","17,358.67","+","148.15","0.86","",
"未含電子指數","17,627.34","+","76.28","0.43","",
"未含金融電子指數","13,099.51","+","56.04","0.43","",
"小型股300指數","9,872.89","+","95.12","0.97","",
"水泥窯製類指數","559.54","+","3.75","0.67","",
"塑膠化工類指數","553.52","+","4.19","0.76","",
"機電類指數","6,038.23","+","58.94","0.99","",
"水泥類指數","148.50","+","0.98","0.66","",
"食品類指數","2,021.28","+","9.46","0.47","",
"塑膠類指數","101.81","-","0.25","-0.24","",
"紡織纖維類指數","526.47","+","3.08","0.59","",
"電機機械類指數","324.95","+","3.78","1.18","",
"電器電纜類指數","76.94","+","0.41","0.54","",
"化學生技醫療類指數","120.40","+","1.92","1.62","",
"化學類指數","149.13","+","2.01","1.37","",
"生技醫療類指數","65.75","+","1.14","1.76","",
"玻璃陶瓷類指數","41.60","+","0.31","0.75","",
"造紙類指數","248.66","+","2.07","0.84","",
"鋼鐵類指數","121.18","+","0.18","0.15","",
"橡膠類指數","252.01","+","0.16","0.06","",
"汽車類指數","351.59","+","0.93","0.27","",
"電子工業類指數","1,085.53","+","10.57","0.98","",
"半導體類指數","555.64","+","4.20","0.76","",
"電腦及週邊設備類指數","235.65","+","3.67","1.58","",
"光電類指數","34.08","+","0.08","0.24","",
