"114年01月14日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","25,695.17","+","346.97","1.37","",
"發行量加權股價指數","22,797.52","+","309.19","1.37","",
"臺灣公司治理100指數","13,766.38","+","178.33","1.31","",
"臺灣50指數","19,444.84","+","268.97","1.40","",
"臺灣50權重上限30%指數","16,398.22","+","227.62","1.41","",
"臺灣中型100指數","18,808.79","+","213.82","1.15","",
"臺灣資訊科技指數","38,932.99","+","498.92","1.30","",
"臺灣發達指數","9,693.81","+","170.07","1.79","",
"臺灣高股息指數","9,172.80","+","136.98","1.52","",
"臺灣就業99指數","13,206.88","+","175.30","1.35","",
"臺灣高薪100指數","11,773.25","+","171.17","1.48","",
"未含金融指數","19,895.85","+","273.25","1.39","",
"未含電子指數","18,824.58","+","274.45","1.48","",
"未含金融電子指數","13,950.15","+","223.42","1.63","",
"小型股300指數","10,822.48","+","146.38","1.37","",
"水泥窯製類指數","556.04","+","3.97","0.72","",
"塑膠化工類指數","596.62","+","14.79","2.54","",
"機電類指數","7,058.43","+","92.56","1.33","",
"水泥類指數","146.65","+","0.97","0.67","",
"食品類指數","2,050.28","+","15.84","0.78","",
"塑膠類指數","105.21","+","5.94","5.98","",
"紡織纖維類指數","586.24","+","6.52","1.12","",
"電機機械類指數","381.64","+","4.44","1.18","",
"電器電纜類指數","84.55","+","1.05","1.26","",
"化學生技醫療類指數","133.93","+","1.21","0.91","",
"化學類指數","156.71","+","2.50","1.62","",
"生技醫療類指數","75.52","+","0.40","0.53","",
"玻璃陶瓷類指數","43.29","+","0.47","1.10","",
"造紙類指數","275.29","+","1.40","0.51","",
"鋼鐵類指數","112.76","+","2.17","1.96","",
"橡膠類指數","266.64","+","2.33","0.88","",
"汽車類指數","369.76","+","7.51","2.07","",
"電子工業類指數","1,269.14","+","16.69","1.33","",
"半導體類指數","658.61","+","9.03","1.39","",
"電腦及週邊設備類指數","265.77","+","1.17","0.44","",
"光電類指數","39.03","+","0.35","0.90","",
"通信網路類指數","166.10","+","3.15","1.93","",
"電子零組件類指數","230.34","+","3.86","1.70","",
"電子通路類指數","241.74","+","3.72","1.56","",
"資訊服務類指數","213.69","+","0.54","0.25","",
"其他電子類指數","162.89","+","2.06","1.28","",
"建材營造類指數","517.45","+","5.04","0.98","",
"航運類指數","196.83","+","2.96","1.53","",
"觀光餐旅類指數","113.06","+","0.69","0.61","",
"金融保險類指數","2,100.71","+","25.47","1.23","",
"貿易百貨類指數","273.85","+","0.74","0.27","",
"油電燃氣類指數","53.96","+","1.17","2.22","",
"綠能環保類指數","104.13","+","1.78","1.74","",
"數位雲端類指數","60.61","+","0.85","1.42","",
"運動休閒類指數","97.11","+","2.50","2.64","",
"居家生活類指數","127.23","+","5.03","4.12","",
"其他類指數","311.34","+","3.65","1.19","",
"臺指日報酬兩倍指數","61,285.84","+","1,640.13","2.75","",
"臺指反向一倍指數","2,826.90","-","39.41","-1.37","",
"電子類兩倍槓桿指數","80,504.24","+","2,089.88","2.67","",
"電子類反向指數","2,057.83","-","27.79","-1.33","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","3,945.66","+","40.60","1.04","",
"臺灣中小型公司治理指數","9,995.78","+","87.39","0.88","",
"臺灣IPO指數","5,638.13","+","145.53","2.65","",
"智慧中立指數","3,668.65","+","24.09","0.66","",
"臺灣5G指數","11,423.90","+","152.33","1.35","",
"臺灣企業社會責任中小型指數","11,405.52","+","142.91","1.27","",
"特選臺灣電動車代表指數","9,721.39","+","111.77","1.16","",
"臺灣5G+通訊指數","10,161.11","+","146.98","1.47","",
"臺灣全市場指數","7,860.57","+","106.30","1.37","",
"臺灣全市場半導體指數","7,729.97","+","106.58","1.40","",
"臺灣智慧移動與電動車指數","5,661.60","+","94.03","1.69","",
"特選小資高價30指數","8,155.68","+","111.48","1.39","",
"特選臺灣綠能及電動車指數","5,903.56","+","74.23","1.27","",
"特選臺灣智能車供應鏈聯盟指數","7,287.23","+","91.37","1.27","",
"臺灣全市場半導體精選30指數","6,042.32","+","78.24","1.31","",
"特選臺灣高股息30指數","4,927.95","+","64.73","1.33","",
"臺灣友善環境指數","6,995.71","+","89.36","1.29","",
"台灣永續價值指數","6,376.84","+","85.33","1.36","",
"特選臺灣IC設計指數","4,348.91","+","75.99","1.78","",
"特選臺灣環境永續高股息指數","6,632.88","+","90.86","1.39","",
"臺灣友善環境50指數","5,825.14","+","82.66","1.44","",
"特選臺灣IC設計產業代表指數","5,587.30","+","85.97","1.56","",
"特選臺灣綠能指數","4,892.75","+","60.30","1.25","",
"特選臺灣智慧50指數","5,375.62","+","67.50","1.27","",
"臺灣晶圓製造指數","6,035.10","+","107.42","1.81","",
"臺灣精選高息指數","5,370.76","+","86.48","1.64","",
"臺灣多因子優選高股息30指數","8,323.53","+","139.00","1.70","",
"特選臺灣優利高填息30指數","7,132.40","+","100.42","1.43","",
"特選臺灣科技優息指數","8,555.49","+","117.78","1.40","",
"臺灣半導體收益指數","6,573.12","+","99.47","1.54","",
"臺灣優選成長高股息指數","7,324.85","+","82.49","1.14","",
"特選臺灣ESG低碳高息40指數","7,955.54","+","107.40","1.37","",
"臺灣優選多因子30指數","8,560.64","+","123.76","1.47","",
"臺灣創新科技50指數","7,660.44","+","109.31","1.45","",
"臺灣全市場新經濟產業指數","4,710.03","+","84.76","1.83","",
"臺灣ESG永續高股息等權重指數","5,870.31","+","97.45","1.69","",
"臺灣永續高息中小型指數","5,415.23","+","54.00","1.01","",
"特選臺灣高息優質成長指數","5,734.30","+","65.84","1.16","",
"特選臺灣高息動能指數","6,452.46","+","80.50","1.26","",
"臺灣電子成長高息等權重指數","5,674.16","+","76.35","1.36","",
"特選臺灣優利成長指數","4,931.37","+","46.08","0.94","",
"臺灣價值高息指數","5,399.66","+","72.70","1.36","",
"特選臺灣IC設計動能指數","4,700.60","+","86.13","1.87","",
"臺灣科技高股息指數","5,012.54","+","69.97","1.42","",
"臺灣趨勢動能高股息指數","5,650.03","+","52.06","0.93","",
"特選臺灣科技高息成長指數","5,066.02","+","76.09","1.52","",
