"114年03月07日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","25,564.07","-","170.48","-0.66","",
"發行量加權股價指數","22,576.07","-","139.36","-0.61","",
"臺灣公司治理100指數","13,316.61","-","63.80","-0.48","",
"臺灣50指數","18,678.68","-","91.75","-0.49","",
"臺灣50權重上限30%指數","16,181.31","-","129.87","-0.80","",
"臺灣中型100指數","19,607.48","-","156.20","-0.79","",
"臺灣資訊科技指數","37,068.29","-","150.56","-0.40","",
"臺灣發達指數","10,023.94","-","82.40","-0.82","",
"臺灣高股息指數","9,550.83","-","40.73","-0.42","",
"臺灣就業99指數","13,425.97","-","84.47","-0.63","",
"臺灣高薪100指數","12,067.43","-","54.42","-0.45","",
"未含金融指數","19,625.93","-","111.83","-0.57","",
"未含電子指數","19,825.86","-","135.30","-0.68","",
"未含金融電子指數","14,939.76","-","75.45","-0.50","",
"小型股300指數","11,498.53","-","116.96","-1.01","",
"水泥窯製類指數","615.89","-","2.96","-0.48","",
"塑膠化工類指數","638.05","-","4.82","-0.75","",
"機電類指數","6,827.68","-","41.20","-0.60","",
"水泥類指數","162.87","-","0.63","-0.39","",
"食品類指數","2,144.46","-","24.29","-1.12","",
"塑膠類指數","115.41","-","0.27","-0.23","",
"紡織纖維類指數","628.51","+","3.08","0.49","",
"電機機械類指數","402.13","-","4.83","-1.19","",
"電器電纜類指數","95.84","-","0.62","-0.64","",
"化學生技醫療類指數","142.45","-","1.42","-0.99","",
"化學類指數","176.55","-","0.13","-0.07","",
"生技醫療類指數","77.77","-","1.19","-1.51","",
"玻璃陶瓷類指數","47.03","-","0.54","-1.14","",
"造紙類指數","286.18","-","2.42","-0.84","",
"鋼鐵類指數","145.00","+","0.14","0.10","",
"橡膠類指數","272.82","-","3.09","-1.12","",
"汽車類指數","375.37","-","2.86","-0.76","",
"電子工業類指數","1,224.29","-","7.20","-0.58","",
"半導體類指數","623.30","-","1.47","-0.24","",
"電腦及週邊設備類指數","267.33","-","3.53","-1.30","",
"光電類指數","40.91","-","0.47","-1.14","",
"通信網路類指數","168.71","-","1.30","-0.76","",
"電子零組件類指數","228.53","-","4.15","-1.78","",
"電子通路類指數","238.46","-","0.25","-0.10","",
"資訊服務類指數","232.99","-","3.51","-1.48","",
"其他電子類指數","160.15","-","1.96","-1.21","",
"建材營造類指數","559.97","-","4.98","-0.88","",
"航運類指數","208.10","+","2.33","1.13","",
"觀光餐旅類指數","123.34","-","1.06","-0.85","",
"金融保險類指數","2,148.35","-","21.54","-0.99","",
"貿易百貨類指數","281.05","-","0.75","-0.27","",
"油電燃氣類指數","56.91","-","0.40","-0.70","",
"綠能環保類指數","110.14","-","0.56","-0.51","",
"數位雲端類指數","66.82","-","1.03","-1.52","",
"運動休閒類指數","98.61","-","2.35","-2.33","",
"居家生活類指數","129.21","+","0.33","0.26","",
"其他類指數","331.98","-","2.63","-0.79","",
"臺指日報酬兩倍指數","59,855.97","-","743.56","-1.23","",
"臺指反向一倍指數","2,843.19","+","17.34","0.61","",
"電子類兩倍槓桿指數","74,387.08","-","880.11","-1.17","",
"電子類反向指數","2,118.62","+","12.31","0.58","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","3,899.56","-","50.49","-1.28","",
"臺灣中小型公司治理指數","10,227.23","-","189.07","-1.82","",
"臺灣IPO指數","6,206.15","-","87.58","-1.39","",
"智慧中立指數","3,836.98","+","9.98","0.26","",
