"114年02月19日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","26,666.91","-","56.61","-0.21","",
"發行量加權股價指數","23,604.08","-","62.03","-0.26","",
"臺灣公司治理100指數","14,037.79","-","69.98","-0.50","",
"臺灣50指數","19,822.64","-","124.43","-0.62","",
"臺灣50權重上限30%指數","16,932.98","-","74.06","-0.44","",
"臺灣中型100指數","20,034.11","+","93.97","0.47","",
"臺灣資訊科技指數","39,792.55","-","208.45","-0.52","",
"臺灣發達指數","10,061.06","-","15.12","-0.15","",
"臺灣高股息指數","9,625.25","+","18.13","0.19","",
"臺灣就業99指數","13,782.36","+","3.51","0.03","",
"臺灣高薪100指數","12,268.24","-","15.35","-0.12","",
"未含金融指數","20,612.16","-","46.76","-0.23","",
"未含電子指數","19,842.63","+","2.12","0.01","",
"未含金融電子指數","14,898.79","+","49.80","0.34","",
"小型股300指數","11,728.27","+","65.43","0.56","",
"水泥窯製類指數","591.81","-","3.99","-0.67","",
"塑膠化工類指數","646.57","+","4.79","0.75","",
"機電類指數","7,266.81","-","25.27","-0.35","",
"水泥類指數","155.47","-","1.40","-0.89","",
"食品類指數","2,174.85","+","12.40","0.57","",
"塑膠類指數","115.63","+","1.86","1.63","",
"紡織纖維類指數","611.47","-","2.63","-0.43","",
"電機機械類指數","413.47","+","2.15","0.52","",
"電器電纜類指數","98.16","+","1.45","1.50","",
"化學生技醫療類指數","145.02","+","0.55","0.38","",
"化學類指數","167.36","+","0.96","0.58","",
"生技醫療類指數","82.38","+","0.24","0.29","",
"玻璃陶瓷類指數","47.37","+","0.42","0.89","",
"造紙類指數","289.64","+","2.22","0.77","",
"鋼鐵類指數","135.10","+","0.92","0.69","",
"橡膠類指數","279.41","-","0.17","-0.06","",
"汽車類指數","381.96","-","1.30","-0.34","",
"電子工業類指數","1,304.36","-","4.92","-0.38","",
"半導體類指數","672.47","-","3.83","-0.57","",
"電腦及週邊設備類指數","278.10","+","0.01","--","",
"光電類指數","41.74","+","0.59","1.43","",
"通信網路類指數","168.48","-","1.89","-1.11","",
"電子零組件類指數","240.60","+","0.64","0.27","",
"電子通路類指數","245.23","+","2.10","0.86","",
"資訊服務類指數","248.57","+","1.78","0.72","",
"其他電子類指數","169.77","-","0.22","-0.13","",
"建材營造類指數","561.27","-","0.59","-0.11","",
"航運類指數","201.86","-","0.38","-0.19","",
"觀光餐旅類指數","120.46","+","0.27","0.22","",
"金融保險類指數","2,164.07","-","12.25","-0.56","",
"貿易百貨類指數","283.47","+","1.07","0.38","",
"油電燃氣類指數","56.93","+","0.31","0.55","",
"綠能環保類指數","112.71","+","0.71","0.63","",
"數位雲端類指數","66.12","+","0.20","0.30","",
"運動休閒類指數","99.69","+","2.04","2.09","",
"居家生活類指數","129.13","-","1.28","-0.98","",
"其他類指數","334.08","+","0.67","0.20","",
"臺指日報酬兩倍指數","65,498.45","-","345.16","-0.52","",
"臺指反向一倍指數","2,722.13","+","7.12","0.26","",
"電子類兩倍槓桿指數","84,581.68","-","640.49","-0.75","",
"電子類反向指數","1,991.94","+","7.46","0.38","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,072.02","+","6.65","0.16","",
"臺灣中小型公司治理指數","10,562.19","-","33.72","-0.32","",
"臺灣IPO指數","6,475.32","+","84.07","1.32","",
"智慧中立指數","3,723.16","+","9.04","0.24","",
"臺灣5G指數","11,905.31","+","19.31","0.16","",
"臺灣企業社會責任中小型指數","12,097.92","+","65.90","0.55","",
"特選臺灣電動車代表指數","10,143.02","+","5.19","0.05","",
"臺灣科技龍頭通訊指數","10,442.91","-","35.41","-0.34","",
"臺灣全市場指數","8,174.26","-","17.49","-0.21","",
"臺灣全市場半導體指數","8,261.05","+","14.72","0.18","",
"臺灣智慧移動與電動車指數","5,883.35","+","6.33","0.11","",
"特選小資高價30指數","8,414.35","-","60.41","-0.71","",
"特選臺灣綠能及電動車指數","6,201.59","+","4.22","0.07","",
"特選臺灣智能車供應鏈聯盟指數","7,528.28","-","17.26","-0.23","",
"臺灣全市場半導體精選30指數","6,465.18","+","7.15","0.11","",
"特選臺灣高股息30指數","5,128.72","+","9.99","0.20","",
"臺灣友善環境指數","7,220.84","-","25.95","-0.36","",
"台灣永續價值指數","6,562.82","-","29.24","-0.44","",
"特選臺灣IC設計指數","4,810.25","-","12.46","-0.26","",
"特選臺灣環境永續高股息指數","7,053.96","+","17.34","0.25","",
"臺灣友善環境50指數","6,012.08","-","22.06","-0.37","",
"特選臺灣IC設計產業代表指數","6,126.41","+","0.96","0.02","",
"特選臺灣綠能指數","5,264.79","+","63.57","1.22","",
"特選臺灣智慧50指數","5,535.81","-","45.55","-0.82","",
"臺灣晶圓製造指數","6,346.81","+","4.74","0.07","",
"臺灣精選高息指數","5,573.81","+","15.27","0.27","",
"臺灣多因子優選高股息30指數","8,556.36","+","21.06","0.25","",
"特選臺灣優利高填息30指數","7,352.18","+","13.81","0.19","",
"特選臺灣科技優息指數","8,965.82","+","50.17","0.56","",
"臺灣半導體收益指數","7,030.77","+","42.96","0.61","",
"臺灣優選成長高股息指數","7,767.43","+","40.49","0.52","",
"特選臺灣ESG低碳高息40指數","8,329.19","+","39.48","0.48","",
"臺灣優選多因子30指數","8,826.26","-","41.06","-0.46","",
"臺灣創新科技50指數","7,949.41","-","16.46","-0.21","",
"臺灣全市場新經濟產業指數","4,906.36","+","38.77","0.80","",
"臺灣ESG永續高股息等權重指數","6,296.08","+","33.98","0.54","",
