"114年03月20日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"智慧中立指數","3,849.15","+","9.04","0.24","",
"臺灣5G指數","11,420.40","+","216.65","1.93","",
"臺灣企業社會責任中小型指數","11,845.93","+","120.24","1.03","",
"特選臺灣電動車代表指數","9,706.77","+","74.50","0.77","",
"臺灣科技龍頭通訊指數","9,845.17","+","189.55","1.96","",
"臺灣全市場指數","7,779.49","+","135.76","1.78","",
"臺灣全市場半導體指數","7,782.60","+","178.83","2.35","",
"臺灣智慧移動與電動車指數","5,620.81","+","86.70","1.57","",
"特選小資高價30指數","7,727.62","+","146.60","1.93","",
"特選臺灣綠能及電動車指數","5,957.77","+","80.97","1.38","",
"特選臺灣智能車供應鏈聯盟指數","7,063.66","+","134.80","1.95","",
"臺灣全市場半導體精選30指數","6,106.52","+","146.80","2.46","",
"特選臺灣高股息30指數","5,149.73","+","55.94","1.10","",
"臺灣友善環境指數","6,906.11","+","115.85","1.71","",
"台灣永續價值指數","6,267.54","+","102.48","1.66","",
"特選臺灣IC設計指數","4,554.32","+","71.43","1.59","",
"特選臺灣環境永續高股息指數","7,082.90","+","37.85","0.54","",
"臺灣友善環境50指數","5,733.53","+","99.09","1.76","",
"特選臺灣IC設計產業代表指數","5,855.72","+","122.31","2.13","",
"特選臺灣綠能指數","5,124.62","+","21.47","0.42","",
"特選臺灣智慧50指數","5,314.99","+","85.18","1.63","",
"臺灣晶圓製造指數","6,021.28","+","149.46","2.55","",
"臺灣精選高息指數","5,658.53","+","74.06","1.33","",
"臺灣多因子優選高股息30指數","8,522.92","+","66.44","0.79","",
"特選臺灣優利高填息30指數","7,420.87","+","62.98","0.86","",
"特選臺灣科技優息指數","8,879.56","+","134.60","1.54","",
"臺灣半導體收益指數","6,839.84","+","148.78","2.22","",
"臺灣優選成長高股息指數","7,662.85","+","97.37","1.29","",
"特選臺灣ESG低碳高息40指數","8,262.78","+","57.39","0.70","",
"臺灣優選多因子30指數","8,755.77","+","56.57","0.65","",
"臺灣創新科技50指數","7,451.76","+","155.64","2.13","",
"臺灣全市場新經濟產業指數","4,827.94","+","44.69","0.93","",
"臺灣ESG永續高股息等權重指數","6,300.86","+","64.94","1.04","",
"臺灣永續高息中小型指數","5,687.11","+","59.40","1.06","",
"特選臺灣高息優質成長指數","6,132.53","+","41.63","0.68","",
"特選臺灣高息動能指數","6,661.92","+","83.79","1.27","",
"臺灣電子成長高息等權重指數","5,992.01","+","99.83","1.69","",
"特選臺灣優利成長指數","5,113.80","+","56.71","1.12","",
"臺灣價值高息指數","5,631.00","+","74.95","1.35","",
"特選臺灣IC設計動能指數","4,851.89","+","79.53","1.67","",
"臺灣科技高股息指數","5,412.33","+","84.90","1.59","",
"臺灣趨勢動能高股息指數","5,903.58","+","44.09","0.75","",
"特選臺灣科技高息成長指數","5,465.83","+","95.99","1.79","",
"特選臺灣AI優息動能指數","4,875.43","+","66.25","1.38","",
"臺灣優選AI 50指數","4,887.07","+","76.99","1.60","",
"臺灣AI供應鏈聯盟指數","5,376.24","+","95.24","1.80","",
"台灣旗艦動能50指數","5,349.85","+","54.63","1.03","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","49,081.73","+","404.78","0.83","",
"金融類日報酬反向一倍指數","3,416.93","-","14.27","-0.42","",
"漲升股利150指數","9,996.84","+","147.38","1.50","",
"藍籌30指數","10,891.90","+","199.16","1.86","",
"工業菁英30指數","11,126.62","+","200.51","1.84","",
"低波動股利精選30指數","8,771.33","+","31.51","0.36","",
"中小型A級動能50指數","21,680.68","+","281.62","1.32","",
"特選高息低波指數","10,389.85","+","81.37","0.79","",
"臺灣永續指數","11,772.98","+","191.85","1.66","",
"價值投資指數","7,962.96","+","59.37","0.75","",
"存股雙十等權重指數","10,012.04","+","159.10","1.61","",
"特選大蘋果指數","10,811.50","+","197.01","1.86","",
"中小型300指數","11,649.96","+","139.11","1.21","",
"臺灣500指數","11,312.70","+","181.20","1.63","",
"臺灣勞工權益指數","9,939.62","+","80.68","0.82","",
"微波高息精選20指數","8,884.79","+","71.02","0.81","",
"特選世代行動通訊指數","9,710.55","+","151.19","1.58","",
"智慧投資多因子30指數","7,849.44","+","58.76","0.75","",
"臺股期貨指數","12,107.99","+","179.20","1.50","",
"特選價值成長指數","10,341.41","+","91.37","0.89","",
"臺灣上櫃永續指數","7,513.89","+","117.37","1.59","",
"特選台股領航指數","11,449.58","+","174.34","1.55","",
"特選Smart多因子指數","9,095.98","+","155.11","1.73","",
"特選ESG高股息指數","7,199.96","+","84.77","1.19","",
"特選上櫃ESG成長指數","5,201.87","+","86.46","1.69","",
"特選上櫃ESG電子菁英指數","5,318.57","+","85.74","1.64","",
"臺灣優息存股指數","5,501.06","+","31.42","0.57","",
"特選上櫃ESG永續高股息指數","7,106.48","+","137.83","1.98","",
"特選臺灣金融高股息存股指數","6,851.34","+","26.87","0.39","",
"特選臺灣產業龍頭存股等權重指數","6,779.78","+","30.83","0.46","",
"上櫃ESG 30指數","6,622.31","+","105.29","1.62","",
"臺灣ESG低碳50指數","7,806.88","+","154.28","2.02","",
"臺灣創新板指數","9,081.59","+","87.79","0.98","",
"特選上櫃ESG龍頭指數","6,320.32","+","117.02","1.89","",
"漲升股利精選高息50指數","5,859.34","+","76.39","1.32","",
"臺灣市值動能50指數","4,876.56","+","84.87","1.77","",
"臺灣淨零轉型ESG 50指數","--","","--","--","",
"臺灣護城河概念優選50指數","4,913.42","+","85.24","1.77","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","37,752.79","+","700.33","1.89","",
"發行量加權股價報酬指數","49,577.90","+","935.46","1.92","",
"臺灣公司治理100報酬指數","19,329.46","+","419.79","2.22","",
"臺灣50報酬指數","41,209.01","+","957.91","2.38","",
"臺灣50權重上限30%報酬指數","36,538.86","+","614.94","1.71","",
"臺灣中型100報酬指數","40,307.33","+","441.76","1.11","",
"臺灣資訊科技股報酬指數","76,296.24","+","2,059.03","2.77","",
"臺灣發達報酬指數","20,833.54","+","186.97","0.91","",
"臺灣高股息報酬指數","28,740.77","+","274.43","0.96","",
"臺灣就業99報酬指數","22,394.31","+","295.30","1.34","",
"臺灣高薪100報酬指數","19,463.00","+","229.91","1.20","",
"未含金融電子報酬指數","34,098.53","+","276.09","0.82","",
"小型股300報酬指數","16,246.59","+","196.95","1.23","",
"水泥類報酬指數","344.50","+","1.36","0.40","",
"食品類報酬指數","3,588.58","+","20.50","0.57","",
"塑膠類報酬指數","230.27","+","3.30","1.45","",
"紡織纖維類報酬指數","1,077.89","+","9.52","0.89","",
"電機機械類報酬指數","614.49","+","4.06","0.67","",
"電器電纜類報酬指數","157.96","+","1.68","1.07","",
"化學生技醫療類報酬指數","231.07","+","2.41","1.05","",
"化學類報酬指數","307.51","+","2.31","0.76","",
"生技醫療類報酬指數","113.11","+","1.37","1.23","",
"玻璃陶瓷類報酬指數","61.55","-","0.27","-0.44","",
"造紙類報酬指數","465.57","+","0.49","0.11","",
"鋼鐵類報酬指數","261.25","+","1.50","0.58","",
"橡膠類報酬指數","460.59","-","1.91","-0.41","",
"汽車類報酬指數","649.27","+","9.93","1.55","",
"電子工業類報酬指數","2,420.77","+","58.93","2.50","",
"半導體類報酬指數","1,150.63","+","34.96","3.13","",
"電腦及週邊設備類報酬指數","624.93","+","9.62","1.56","",
"光電類報酬指數","63.05","+","0.76","1.22","",
"通信網路類報酬指數","378.16","+","2.87","0.76","",
"電子零組件類報酬指數","454.81","+","5.84","1.30","",
"電子通路類報酬指數","649.90","+","5.77","0.90","",
"資訊服務類報酬指數","602.35","+","15.62","2.66","",
"其他電子類報酬指數","270.53","+","3.44","1.29","",
"建材營造類報酬指數","1,220.44","+","16.35","1.36","",
"航運類報酬指數","416.68","+","2.41","0.58","",
"觀光餐旅類報酬指數","176.15","+","0.80","0.46","",
"金融保險類報酬指數","3,953.98","+","16.37","0.42","",
"貿易百貨類報酬指數","456.94","+","2.85","0.63","",
"油電燃氣類報酬指數","97.82","+","0.88","0.91","",
"綠能環保類報酬指數","115.97","+","0.58","0.50","",
"數位雲端類報酬指數","65.20","+","0.83","1.29","",
"運動休閒類報酬指數","103.04","+","1.47","1.45","",
"居家生活類報酬指數","132.15","+","0.63","0.48","",
"其他類報酬指數","587.75","+","0.58","0.10","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","4,456.26","+","49.23","1.12","",
"臺灣中小型公司治理報酬指數","13,998.72","+","178.09","1.29","",
"臺灣IPO報酬指數","7,379.09","+","143.35","1.98","",
"智慧中立報酬指數","5,006.91","+","11.76","0.24","",
"加權指數掩護性臺指買權價外5%報酬指數","9,788.15","+","169.22","1.76","",
"臺灣5G報酬指數","13,905.27","+","263.80","1.93","",
"臺灣企業社會責任中小型報酬指數","14,970.20","+","163.16","1.10","",
"特選臺灣電動車代表報酬指數","11,614.37","+","107.16","0.93","",
"臺灣科技龍頭通訊報酬指數","11,561.28","+","227.91","2.01","",
"臺灣全市場報酬指數","8,928.98","+","158.27","1.80","",
"臺灣全市場半導體報酬指數","9,098.45","+","209.13","2.35","",
"臺灣智慧移動與電動車報酬指數","6,581.02","+","112.95","1.75","",
"特選小資高價30報酬指數","8,775.07","+","172.56","2.01","",
"特選臺灣綠能及電動車報酬指數","6,923.83","+","98.44","1.44","",
"特選臺灣智能車供應鏈聯盟報酬指數","8,171.40","+","161.02","2.01","",
"臺灣全市場半導體精選30報酬指數","7,009.13","+","168.49","2.46","",
"特選臺灣高股息30報酬指數","7,082.48","+","88.15","1.26","",
"臺灣友善環境報酬指數","7,896.27","+","134.74","1.74","",
"台灣永續價值報酬指數","6,956.91","+","115.66","1.69","",
"特選臺灣IC設計報酬指數","5,359.61","+","84.05","1.59","",
"特選臺灣環境永續高股息報酬指數","9,623.65","+","71.09","0.74","",
"臺灣友善環境50報酬指數","6,563.94","+","113.45","1.76","",
"特選臺灣IC設計產業代表報酬指數","6,899.89","+","144.12","2.13","",
"特選臺灣綠能報酬指數","5,713.85","+","23.95","0.42","",
"特選臺灣智慧50報酬指數","6,169.07","+","100.32","1.65","",
"臺灣晶圓製造報酬指數","6,868.08","+","170.48","2.55","",
"臺灣精選高息報酬指數","7,727.96","+","101.15","1.33","",
"臺灣多因子優選高股息30報酬指數","10,227.15","+","79.72","0.79","",
"特選臺灣優利高填息30報酬指數","9,234.06","+","78.37","0.86","",
"特選臺灣科技優息報酬指數","9,922.47","+","161.54","1.65","",
"臺灣半導體收益報酬指數","7,570.66","+","164.67","2.22","",
"臺灣優選成長高股息報酬指數","8,460.76","+","109.72","1.31","",
"特選臺灣ESG低碳高息40報酬指數","9,163.84","+","63.64","0.70","",
"臺灣優選多因子30報酬指數","9,341.23","+","64.04","0.69","",
"臺灣創新科技50報酬指數","8,014.40","+","170.76","2.18","",
"臺灣全市場新經濟產業報酬指數","5,146.47","+","47.77","0.94","",
"臺灣ESG永續高股息等權重報酬指數","6,861.08","+","77.89","1.15","",
"臺灣永續高息中小型報酬指數","6,058.45","+","71.84","1.20","",
"特選臺灣高息優質成長報酬指數","6,455.59","+","52.36","0.82","",
"特選臺灣高息動能報酬指數","6,957.77","+","87.51","1.27","",
"臺灣電子成長高息等權重報酬指數","6,271.18","+","104.47","1.69","",
"特選臺灣優利成長報酬指數","5,375.97","+","59.62","1.12","",
"臺灣價值高息報酬指數","5,897.95","+","78.51","1.35","",
"特選臺灣IC設計動能報酬指數","4,973.96","+","81.52","1.67","",
"臺灣科技高股息報酬指數","5,694.76","+","91.28","1.63","",
"臺灣趨勢動能高股息報酬指數","6,196.02","+","52.03","0.85","",
"特選臺灣科技高息成長報酬指數","5,738.94","+","100.79","1.79","",
"特選臺灣AI優息動能報酬指數","5,033.70","+","74.07","1.49","",
"臺灣優選AI 50報酬指數","5,040.88","+","84.28","1.70","",
"臺灣AI供應鏈聯盟報酬指數","5,386.40","+","95.42","1.80","",
"台灣旗艦動能50報酬指數","5,381.09","+","54.95","1.03","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"漲升股利150報酬指數","14,814.38","+","226.93","1.56","",
"藍籌30報酬指數","14,935.13","+","279.09","1.90","",
"工業菁英30報酬指數","15,459.40","+","300.76","1.98","",
"低波動股利精選30報酬指數","12,222.90","+","43.92","0.36","",
"中小型A級動能50報酬指數","27,188.56","+","353.16","1.32","",
"特選高息低波報酬指數","15,890.35","+","141.74","0.90","",
"臺灣永續報酬指數","16,108.36","+","267.89","1.69","",
"價值投資報酬指數","11,584.04","+","86.36","0.75","",
"存股雙十等權重報酬指數","14,024.95","+","222.87","1.61","",
"特選大蘋果報酬指數","14,008.27","+","277.13","2.02","",
"中小型300報酬指數","14,495.82","+","176.80","1.23","",
"臺灣500報酬指數","14,115.46","+","230.42","1.66","",
"臺灣勞工權益報酬指數","13,288.13","+","115.28","0.88","",
"微波高息精選20報酬指數","11,323.03","+","90.51","0.81","",
"特選世代行動通訊報酬指數","11,831.17","+","184.21","1.58","",
"智慧投資多因子30報酬指數","10,173.29","+","76.15","0.75","",
"特選大蘋果報酬正向兩倍指數","35,404.25","+","1,373.65","4.04","",
"特選大蘋果報酬反向一倍指數","3,579.28","-","73.73","-2.02","",
"特選價值成長報酬指數","13,862.89","+","127.42","0.93","",
"臺灣上櫃永續報酬指數","9,041.06","+","141.23","1.59","",
"特選台股領航報酬指數","14,314.41","+","226.28","1.61","",
"特選Smart多因子報酬指數","10,779.62","+","188.16","1.78","",
"特選ESG高股息報酬指數","9,397.74","+","110.65","1.19","",
"特選上櫃ESG成長報酬指數","5,871.43","+","97.59","1.69","",
"特選上櫃ESG電子菁英報酬指數","6,077.60","+","97.97","1.64","",
"臺灣優息存股報酬指數","6,500.24","+","37.12","0.57","",
"特選上櫃ESG永續高股息報酬指數","8,069.43","+","156.50","1.98","",
"特選臺灣金融高股息存股報酬指數","7,544.41","+","29.59","0.39","",
"特選臺灣產業龍頭存股等權重報酬指數","7,440.45","+","51.91","0.70","",
"上櫃ESG 30報酬指數","7,117.50","+","113.16","1.62","",
"臺灣ESG低碳50報酬指數","8,421.32","+","167.44","2.03","",
"臺灣創新板報酬指數","9,227.39","+","123.39","1.36","",
"特選上櫃ESG龍頭報酬指數","6,547.12","+","121.22","1.89","",
"漲升股利精選高息50報酬指數","6,198.43","+","86.36","1.41","",
"臺灣市值動能50報酬指數","4,903.22","+","86.17","1.79","",
"臺灣護城河概念優選50報酬指數","4,930.88","+","87.57","1.81","",
"114年03月20日 大盤統計資訊"
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","251,797,342,595","2,661,990,152","1,709,939",
"2.台灣存託憑證","130,364,347","17,462,330","3,877",
"3.受益憑證","0","0","0",
"4.ETF","24,216,083,190","1,177,307,485","324,624",
"5.受益證券","21,153,473","1,733,018","194",
"6.變更交易股票","21,345,699","2,074,016","2,155",
"7.認購(售)權證","1,763,410,760","1,851,339,000","58,574",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"13.ETN","2,357,670","303,000","73",
"14.創新板股票","295,546,196","2,173,918","3,461",
"15.創新板-變更交易方法股票","0","0","0",
"證券合計(1+6+14+15)","252,114,234,490","2,666,238,086","1,715,555",
"總計(1~15)","278,247,603,930","5,714,382,919","2,102,897",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","6,496(12)","792(9)",
"下跌(跌停)","3,641(40)","160(1)",
"持平","819","76",
"未成交","21,273","1",
"無比價","3,519","10",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",

"114年03月20日 每日收盤行情(全部(不含權證、牛熊證))"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","8,174,843","16,217","1,499,883,058","182.45","184.45","182.45","184.45","+","3.90","184.35","2","184.45","18","0.00",
="0051","元大中型100","34,100","280","2,636,124","76.90","77.50","76.90","77.45","+","0.65","77.30","1","77.45","1","0.00",
="0052","富邦科技","581,778","1,713","105,572,756","180.20","182.30","180.20","182.25","+","4.15","182.20","1","182.25","2","0.00",
="0053","元大電子","4,086","105","400,098","97.95","98.50","97.90","98.50","+","2.30","96.20","1","98.30","1","0.00",
="0055","元大MSCI金融","139,360","451","3,997,159","28.74","28.80","28.61","28.74","+","0.09","28.71","1","28.74","1","0.00",
="0056","元大高股息","15,817,053","11,919","575,927,062","36.31","36.47","36.31","36.46","+","0.31","36.45","135","36.46","438","0.00",
="0057","富邦摩台","33,072","89","4,523,248","137.15","137.40","136.25","137.35","+","2.60","137.25","10","137.65","20","0.00",
="0061","元大寶滬深","227,475","212","4,577,543","20.30","20.30","20.07","20.08","-","0.19","20.08","14","20.09","3","0.00",
="006203","元大MSCI台灣","5,465","97","467,161","85.35","86.00","85.35","86.00","+","1.75","85.35","3","85.85","1","0.00",
="006204","永豐臺灣加權","4,708","126","526,943","112.00","112.20","112.00","112.20","+","1.45","112.00","1","112.45","1","0.00",
="006205","富邦上証","430,612","769","14,808,124","34.58","34.58","34.30","34.43","-","0.15","34.41","4","34.43","71","0.00",
="006206","元大上證50","143,751","89","4,725,778","33.10","33.26","32.79","32.91","-","0.15","32.88","108","32.91","3","0.00",
="006207","復華滬深","44,697","101","1,177,982","26.43","26.43","26.28","26.32","-","0.15","26.33","5","26.34","1","0.00",
="006208","富邦台50","6,506,692","11,200","701,134,748","107.20","108.30","107.20","108.30","+","2.25","108.25","31","108.30","51","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","7.54","5","7.58","5","0.00",
="00631L","元大台灣50正2","4,813,928","4,966","1,061,875,200","219.00","222.45","218.70","222.20","+","7.30","222.15","3","222.20","138","0.00",
="00632R","元大台灣50反1","26,958,657","5,947","637,455,661","23.75","23.76","23.55","23.58","-","0.40","23.58","219","23.59","263","0.00",
="00633L","富邦上証正2","12,371,900","1,928","516,027,233","42.36","42.36","41.40","41.70","-","0.72","41.70","310","41.71","1","0.00",
="00634R","富邦上証反1","109,001","10","426,993","3.89","3.92","3.89","3.92","+","0.03","3.91","6","3.92","698","0.00",
="00635U","期元大S&P黃金","1,728,731","897","59,539,777","34.48","34.51","34.35","34.41","+","0.06","34.40","14","34.41","3","0.00",
="00636","國泰中國A50","2,204,962","1,030","53,175,458","24.25","24.27","24.02","24.11","-","0.12","24.10","154","24.12","8","0.00",
="00636K","國泰中國A50+U","200","2","1,456","7.28","7.28","7.28","7.28","-","0.05","7.26","10","7.31","2","0.00",
="00637L","元大滬深300正2","93,679,977","11,468","1,591,568,903","17.21","17.23","16.82","16.92","-","0.32","16.92","1,904","16.93","59","0.00",
="00638R","元大滬深300反1","1,473,001","74","12,242,098","8.25","8.33","8.25","8.31","+","0.07","8.29","208","8.31","213","0.00",
="00639","富邦深100","1,652,879","955","20,597,984","12.54","12.54","12.41","12.42","-","0.11","12.42","144","12.43","16","0.00",
="00640L","富邦日本正2","325,867","130","18,027,499","55.30","55.45","55.15","55.35","+","0.10","55.35","103","55.40","3","0.00",
="00641R","富邦日本反1","788,000","65","4,679,150","5.93","5.95","5.93","5.93"," ","0.00","5.93","295","5.94","191","0.00",
="00642U","期元大S&P石油","1,682,910","452","27,510,926","16.31","16.37","16.31","16.36","+","0.17","16.35","581","16.36","64","0.00",
="00643","群益深証中小","2,296,300","209","32,297,307","14.13","14.13","14.03","14.05","-","0.04","14.04","61","14.05","15","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.11","2","3.15","2","0.00",
="00645","富邦日本","769,526","598","29,745,655","38.66","38.69","38.63","38.68","+","0.05","38.67","43","38.68","5","0.00",
="00646","元大S&P500","3,435,893","1,891","202,241,408","58.80","58.95","58.80","58.90","+","0.80","58.85","142","58.90","980","0.00",
="00647L","元大S&P500正2","236,418","258","21,270,954","89.80","90.20","89.75","90.10","+","2.40","90.00","90","90.10","37","0.00",
="00648R","元大S&P500反1","1,550,921","147","8,407,787","5.43","5.43","5.41","5.42","-","0.08","5.42","181","5.43","373","0.00",
="00650L","復華香港正2","23,674,969","3,349","424,884,699","18.28","18.28","17.71","17.85","-","0.54","17.85","1,739","17.86","2","0.00",
="00651R","復華香港反1","2,422,870","203","14,729,462","6.03","6.11","6.03","6.09","+","0.07","6.08","326","6.09","35","0.00",
="00652","富邦印度","547,547","842","19,849,331","36.17","36.34","36.17","36.25","+","0.16","36.25","5","36.26","4","0.00",
="00653L","富邦印度正2","361,546","205","18,947,174","52.30","52.55","52.15","52.35","+","0.50","52.35","98","52.50","39","0.00",
="00654R","富邦印度反1","92,547","49","644,473","7.03","7.03","6.94","6.95","-","0.03","6.95","2","6.96","112","0.00",
="00655L","國泰中國A50正2","4,941,851","945","138,861,746","28.51","28.53","27.87","28.10","-","0.48","28.10","316","28.12","47","0.00",
="00656R","國泰中國A50反1","192,996","44","1,410,083","7.26","7.34","7.25","7.31","+","0.07","7.30","209","7.31","100","0.00",
="00657","國泰日經225","284,858","143","12,764,871","44.80","44.87","44.78","44.79","+","0.02","44.79","96","44.80","24","0.00",
="00657K","國泰日經225+U","200","2","2,720","13.60","13.60","13.60","13.60","-","0.10","13.49","4","13.66","2","0.00",
="00660","元大歐洲50","11,754","71","469,244","39.91","39.99","39.90","39.90"," ","0.00","39.89","1","39.92","20","0.00",
="00661","元大日經225","34,062","96","1,663,176","48.80","48.91","48.80","48.87","+","0.07","48.86","1","48.87","1","0.00",
="00662","富邦NASDAQ","2,096,663","2,090","176,706,094","84.00","84.40","84.00","84.35","+","1.45","84.30","18","84.35","1,012","0.00",
="00663L","國泰臺灣加權正2","51,046","23","10,243,407","200.15","203.10","199.90","202.60","+","6.75","202.60","11","202.95","10","0.00",
="00664R","國泰臺灣加權反1","24,147,415","894","91,926,083","3.83","3.83","3.79","3.79","-","0.07","3.79","1,464","3.80","39","0.00",
="00665L","富邦琤肭磪囓2","80,199,316","7,764","1,023,478,904","13.00","13.02","12.57","12.68","-","0.43","12.68","657","12.69","43","0.00",
="00666R","富邦琤肭磪齯1","911,126","131","8,875,161","9.61","9.80","9.61","9.75","+","0.14","9.74","3","9.75","52","0.00",
="00668","國泰美國道瓊","72,917","140","3,675,821","50.45","50.50","50.35","50.50","+","0.64","50.40","8","50.50","1","0.00",
="00668K","國泰美國道瓊+U","200","2","3,034","15.17","15.17","15.17","15.17","+","0.04","--","0","--","0","0.00",
="00669R","國泰美國道瓊反1","1,882,799","203","12,862,335","6.85","6.85","6.82","6.83","-","0.08","6.82","3,158","6.83","94","0.00",
="00670L","富邦NASDAQ正2","1,766,709","1,356","202,544,715","114.55","114.95","114.25","114.90","+","3.90","114.85","24","114.90","145","0.00",
="00671R","富邦NASDAQ反1","12,932,958","577","48,197,166","3.74","3.74","3.72","3.73","-","0.06","3.72","3,248","3.73","949","0.00",
="00673R","期元大S&P原油反1","7,022,980","462","52,138,893","7.44","7.44","7.41","7.43","-","0.06","7.42","182","7.43","5,609","0.00",
="00674R","期元大S&P黃金反1","945,359","184","7,937,652","8.40","8.41","8.38","8.41","-","0.02","8.40","116","8.41","76","0.00",
="00675L","富邦臺灣加權正2","3,466,438","2,886","305,421,005","87.40","88.80","87.30","88.60","+","2.65","88.55","17","88.60","1","0.00",
="00676R","富邦臺灣加權反1","1,628,145","274","20,753,923","12.83","12.83","12.71","12.71","-","0.22","12.71","1,483","12.72","5","0.00",
