"114年03月21日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","25,155.69","-","178.99","-0.71","",
"發行量加權股價指數","22,209.10","-","168.16","-0.75","",
"臺灣公司治理100指數","13,060.27","-","109.21","-0.83","",
"臺灣50指數","18,292.82","-","165.62","-0.90","",
"臺灣50權重上限30%指數","15,971.95","-","101.74","-0.63","",
"臺灣中型100指數","19,394.05","-","72.91","-0.37","",
"臺灣資訊科技指數","36,136.81","-","364.69","-1.00","",
"臺灣發達指數","9,996.25","-","36.59","-0.36","",
"臺灣高股息指數","9,512.51","-","11.04","-0.12","",
"臺灣就業99指數","13,347.79","-","70.87","-0.53","",
"臺灣高薪100指數","12,011.94","-","70.84","-0.59","",
"未含金融指數","19,278.31","-","152.26","-0.78","",
"未含電子指數","19,656.79","-","116.94","-0.59","",
"未含金融電子指數","14,778.52","-","96.05","-0.65","",
"小型股300指數","11,438.39","-","47.24","-0.41","",
"水泥窯製類指數","612.71","-","3.65","-0.59","",
"塑膠化工類指數","627.57","-","9.74","-1.53","",
"機電類指數","6,690.61","-","56.27","-0.83","",
"水泥類指數","161.31","-","1.07","-0.66","",
"食品類指數","2,149.10","+","1.83","0.09","",
"塑膠類指數","114.52","-","4.46","-3.75","",
"紡織纖維類指數","611.69","-","1.72","-0.28","",
"電機機械類指數","387.10","-","4.86","-1.24","",
"電器電纜類指數","94.82","-","0.93","-0.97","",
"化學生技醫療類指數","139.38","-","0.23","-0.16","",
"化學類指數","168.98","-","1.06","-0.62","",
"生技醫療類指數","77.06","+","0.07","0.09","",
"玻璃陶瓷類指數","48.31","-","0.04","-0.08","",
"造紙類指數","285.22","-","1.99","-0.69","",
"鋼鐵類指數","141.74","-","2.94","-2.03","",
"橡膠類指數","267.90","-","2.86","-1.06","",
"汽車類指數","384.53","-","1.44","-0.37","",
"電子工業類指數","1,200.18","-","9.96","-0.82","",
"半導體類指數","607.96","-","7.06","-1.15","",
"電腦及週邊設備類指數","262.42","-","1.71","-0.65","",
"光電類指數","39.73","-","0.49","-1.22","",
"通信網路類指數","170.26","+","1.89","1.12","",
"電子零組件類指數","230.24","-","0.41","-0.18","",
"電子通路類指數","242.33","-","1.02","-0.42","",
"資訊服務類指數","236.85","+","0.65","0.28","",
"其他電子類指數","155.14","-","0.27","-0.17","",
"建材營造類指數","575.43","+","10.72","1.90","",
"航運類指數","207.53","-","1.38","-0.66","",
"觀光餐旅類指數","120.02","-","0.13","-0.11","",
"金融保險類指數","2,138.81","-","10.61","-0.49","",
"貿易百貨類指數","276.43","+","1.06","0.38","",
"油電燃氣類指數","57.42","-","1.60","-2.71","",
"綠能環保類指數","109.57","-","0.92","-0.83","",
"數位雲端類指數","62.44","-","0.35","-0.56","",
"運動休閒類指數","96.17","-","0.28","-0.29","",
"居家生活類指數","122.53","-","1.09","-0.88","",
"其他類指數","324.15","+","0.51","0.16","",
"臺指日報酬兩倍指數","57,848.99","-","882.71","-1.50","",
"臺指反向一倍指數","2,886.35","+","21.53","0.75","",
"電子類兩倍槓桿指數","71,342.57","-","1,194.02","-1.65","",
"電子類反向指數","2,156.86","+","17.61","0.82","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","3,899.90","-","2.86","-0.07","",
"臺灣中小型公司治理指數","10,015.60","+","10.94","0.11","",
"臺灣IPO指數","6,101.95","+","44.33","0.73","",
"智慧中立指數","3,869.11","+","19.96","0.52","",
"臺灣5G指數","11,387.03","-","33.37","-0.29","",
"臺灣企業社會責任中小型指數","11,787.87","-","58.06","-0.49","",
"特選臺灣電動車代表指數","9,724.57","+","17.80","0.18","",
"臺灣科技龍頭通訊指數","9,796.96","-","48.21","-0.49","",
"臺灣全市場指數","7,729.33","-","50.16","-0.64","",
"臺灣全市場半導體指數","7,720.06","-","62.54","-0.80","",
"臺灣智慧移動與電動車指數","5,588.49","-","32.32","-0.58","",
"特選小資高價30指數","7,695.49","-","32.13","-0.42","",
"特選臺灣綠能及電動車指數","5,937.93","-","19.84","-0.33","",
"特選臺灣智能車供應鏈聯盟指數","7,024.16","-","39.50","-0.56","",
"臺灣全市場半導體精選30指數","6,048.94","-","57.58","-0.94","",
