"114年04月29日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"其他類指數","290.71","+","2.74","0.95","",
"臺指日報酬兩倍指數","46,498.12","+","902.25","1.98","",
"臺指反向一倍指數","3,072.31","-","30.70","-0.99","",
"電子類兩倍槓桿指數","57,162.46","+","877.31","1.56","",
"電子類反向指數","2,284.15","-","17.94","-0.78","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","3,441.46","+","90.07","2.69","",
"臺灣中小型公司治理指數","8,946.79","+","135.35","1.54","",
"臺灣IPO指數","5,056.40","+","135.78","2.76","",
"智慧中立指數","3,797.84","+","7.55","0.20","",
"臺灣5G指數","10,395.92","+","75.55","0.73","",
"臺灣企業社會責任中小型指數","10,405.66","+","137.54","1.34","",
"特選臺灣電動車代表指數","8,679.78","+","68.53","0.80","",
"臺灣科技龍頭通訊指數","8,970.86","+","59.64","0.67","",
"臺灣全市場指數","7,008.91","+","71.59","1.03","",
"臺灣全市場半導體指數","6,949.86","+","59.78","0.87","",
"臺灣智慧移動與電動車指數","5,131.24","+","23.13","0.45","",
"特選小資高價30指數","6,977.15","+","61.31","0.89","",
"特選臺灣綠能及電動車指數","5,361.56","+","54.31","1.02","",
"特選臺灣智能車供應鏈聯盟指數","6,394.29","+","46.42","0.73","",
"臺灣全市場半導體精選30指數","5,436.80","+","41.77","0.77","",
"特選臺灣高股息30指數","4,610.86","+","32.93","0.72","",
"臺灣友善環境指數","6,258.36","+","56.61","0.91","",
"台灣永續價值指數","5,679.49","+","42.00","0.75","",
"特選臺灣IC設計指數","4,010.01","+","11.09","0.28","",
"特選臺灣環境永續高股息指數","6,440.83","+","89.64","1.41","",
"臺灣友善環境50指數","5,217.76","+","40.14","0.78","",
"特選臺灣IC設計產業代表指數","5,235.49","+","27.53","0.53","",
"特選臺灣綠能指數","4,507.70","+","66.27","1.49","",
"特選臺灣智慧50指數","4,844.05","+","28.05","0.58","",
"臺灣晶圓製造指數","5,485.53","+","32.56","0.60","",
"臺灣精選高息指數","5,169.25","+","32.24","0.63","",
"臺灣多因子優選高股息30指數","7,918.94","+","88.01","1.12","",
"特選臺灣優利高填息30指數","6,913.29","+","42.19","0.61","",
"特選臺灣科技優息指數","8,204.19","+","59.10","0.73","",
"臺灣半導體收益指數","6,156.50","+","57.03","0.93","",
"臺灣優選成長高股息指數","6,891.10","+","80.06","1.18","",
"特選臺灣ESG低碳高息40指數","7,572.26","+","84.73","1.13","",
"臺灣優選多因子30指數","8,048.59","+","134.60","1.70","",
"臺灣創新科技50指數","6,738.90","+","59.08","0.88","",
"臺灣全市場新經濟產業指數","4,332.87","+","96.74","2.28","",
"臺灣ESG永續高股息等權重指數","5,541.05","+","71.98","1.32","",
"臺灣永續高息中小型指數","5,094.73","+","54.76","1.09","",
"特選臺灣高息優質成長指數","5,553.97","+","84.17","1.54","",
"特選臺灣高息動能指數","6,208.55","+","38.83","0.63","",
"臺灣電子成長高息等權重指數","5,338.30","+","66.21","1.26","",
"特選臺灣優利成長指數","4,582.29","+","66.42","1.47","",
"臺灣價值高息指數","5,145.16","+","52.41","1.03","",
"特選臺灣IC設計動能指數","4,217.90","+","18.80","0.45","",
"臺灣科技高股息指數","4,819.65","+","63.90","1.34","",
"臺灣趨勢動能高股息指數","5,421.55","+","65.24","1.22","",
"特選臺灣科技高息成長指數","4,937.87","+","36.65","0.75","",
"特選臺灣AI優息動能指數","4,344.04","+","63.11","1.47","",
"臺灣優選AI 50指數","4,277.34","+","55.20","1.31","",
"臺灣AI供應鏈聯盟指數","4,826.72","+","59.04","1.24","",
"台灣旗艦動能50指數","4,861.54","+","55.58","1.16","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","40,952.26","+","1,184.27","2.98","",
"金融類日報酬反向一倍指數","3,615.45","-","54.65","-1.49","",
"漲升股利150指數","9,018.05","+","78.16","0.87","",
"藍籌30指數","9,977.30","+","75.57","0.76","",
"工業菁英30指數","10,107.20","+","81.45","0.81","",
"低波動股利精選30指數","8,317.70","+","85.68","1.04","",
"中小型A級動能50指數","17,697.79","+","139.45","0.79","",
"特選高息低波指數","9,749.64","+","87.47","0.91","",
"臺灣永續指數","10,729.09","+","88.17","0.83","",
"存股雙十等權重指數","9,083.81","+","100.77","1.12","",
"特選大蘋果指數","9,640.52","+","30.76","0.32","",
"中小型300指數","10,250.24","+","157.72","1.56","",
"微波高息精選20指數","8,446.14","+","35.24","0.42","",
"特選世代行動通訊指數","8,919.51","+","209.05","2.40","",
"智慧投資多因子30指數","7,488.99","+","42.87","0.58","",
"臺股期貨指數","10,917.41","+","102.38","0.95","",
"特選價值成長指數","9,210.11","+","101.82","1.12","",
"臺灣上櫃永續指數","6,559.37","+","58.53","0.90","",
"特選台股領航指數","10,374.38","+","95.56","0.93","",
"特選Smart多因子指數","8,264.05","+","74.36","0.91","",
"特選ESG高股息指數","6,654.64","+","50.04","0.76","",
"特選上櫃ESG成長指數","4,537.74","+","7.47","0.16","",
"臺灣優息存股指數","4,990.70","+","70.47","1.43","",
"特選上櫃ESG永續高股息指數","6,379.26","+","115.66","1.85","",
"特選臺灣金融高股息存股指數","6,378.54","+","105.70","1.69","",
"特選臺灣產業龍頭存股等權重指數","6,282.83","+","107.16","1.74","",
"上櫃ESG 30指數","5,704.08","+","30.65","0.54","",
"臺灣ESG低碳50指數","7,176.98","+","45.05","0.63","",
"臺灣創新板指數","7,645.09","+","144.37","1.92","",
"特選上櫃ESG龍頭指數","5,459.01","+","43.19","0.80","",
"臺灣市值動能50指數","4,427.19","+","52.79","1.21","",
"臺灣淨零轉型ESG 50指數","--","","--","--","",
"臺灣護城河概念優選50指數","4,490.95","+","37.56","0.84","",
"特選臺灣中小型精選動能100指數","4,289.39","+","67.51","1.60","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","34,066.07","+","345.31","1.02","",
"發行量加權股價報酬指數","44,852.79","+","439.44","0.99","",
"臺灣公司治理100報酬指數","17,700.39","+","131.00","0.75","",
"臺灣50報酬指數","37,662.96","+","264.39","0.71","",
"臺灣50權重上限30%報酬指數","33,361.84","+","263.19","0.80","",
"臺灣中型100報酬指數","35,841.13","+","513.96","1.45","",
"臺灣資訊科技股報酬指數","69,349.76","+","399.32","0.58","",
"臺灣發達報酬指數","18,857.86","+","282.96","1.52","",
"臺灣高股息報酬指數","26,482.09","+","196.01","0.75","",
"臺灣就業99報酬指數","20,252.97","+","229.00","1.14","",
"臺灣高薪100報酬指數","17,715.97","+","165.59","0.94","",
"未含金融電子報酬指數","30,523.42","+","434.78","1.44","",
"小型股300報酬指數","14,227.50","+","228.05","1.63","",
"水泥類報酬指數","317.05","+","2.01","0.64","",
"食品類報酬指數","3,373.62","-","5.18","-0.15","",
"塑膠類報酬指數","200.51","+","3.32","1.68","",
"紡織纖維類報酬指數","940.35","+","10.16","1.09","",
"電機機械類報酬指數","529.55","+","19.04","3.73","",
"電器電纜類報酬指數","132.03","+","4.51","3.54","",
"化學生技醫療類報酬指數","204.73","+","4.88","2.44","",
"化學類報酬指數","275.79","+","4.60","1.70","",
"生技醫療類報酬指數","99.52","+","2.79","2.88","",
"玻璃陶瓷類報酬指數","53.55","+","0.60","1.13","",
"造紙類報酬指數","407.03","+","3.94","0.98","",
"鋼鐵類報酬指數","223.26","+","3.46","1.57","",
"橡膠類報酬指數","432.45","+","2.70","0.63","",
"汽車類報酬指數","599.52","+","7.56","1.28","",
"電子工業類報酬指數","2,189.04","+","16.92","0.78","",
"半導體類報酬指數","1,046.29","+","6.68","0.64","",
"電腦及週邊設備類報酬指數","561.99","+","3.60","0.64","",
"光電類報酬指數","54.03","+","0.60","1.12","",
"通信網路類報酬指數","358.85","+","6.44","1.83","",
"電子零組件類報酬指數","390.19","+","4.58","1.19","",
"電子通路類報酬指數","634.89","+","6.62","1.05","",
"資訊服務類報酬指數","579.82","+","15.33","2.72","",
"其他電子類報酬指數","239.70","+","1.74","0.73","",
"建材營造類報酬指數","1,097.61","+","11.96","1.10","",
"航運類報酬指數","373.90","+","0.79","0.21","",
"觀光餐旅類報酬指數","167.16","+","2.36","1.43","",
"金融保險類報酬指數","3,654.97","+","53.63","1.49","",
"貿易百貨類報酬指數","437.81","+","4.08","0.94","",
"油電燃氣類報酬指數","88.25","+","1.46","1.68","",
"綠能環保類報酬指數","103.35","+","2.26","2.24","",
"數位雲端類報酬指數","59.74","+","0.48","0.81","",
"運動休閒類報酬指數","90.31","+","2.62","2.99","",
"居家生活類報酬指數","127.14","+","3.42","2.76","",
"其他類報酬指數","528.00","+","4.97","0.95","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","3,939.62","+","103.11","2.69","",
"臺灣中小型公司治理報酬指數","12,550.73","+","189.87","1.54","",
"臺灣IPO報酬指數","6,162.59","+","165.48","2.76","",
"智慧中立報酬指數","4,940.17","+","9.82","0.20","",
"加權指數掩護性臺指買權價外5%報酬指數","8,872.23","+","67.88","0.77","",
"臺灣5G報酬指數","12,664.65","+","92.04","0.73","",
"臺灣企業社會責任中小型報酬指數","13,191.18","+","174.36","1.34","",
"特選臺灣電動車代表報酬指數","10,385.57","+","82.01","0.80","",
"臺灣科技龍頭通訊報酬指數","10,539.69","+","70.07","0.67","",
"臺灣全市場報酬指數","8,050.34","+","82.22","1.03","",
"臺灣全市場半導體報酬指數","8,128.43","+","69.91","0.87","",
"臺灣智慧移動與電動車報酬指數","6,009.52","+","27.08","0.45","",
"特選小資高價30報酬指數","7,922.87","+","69.62","0.89","",
"特選臺灣綠能及電動車報酬指數","6,230.95","+","63.12","1.02","",
"特選臺灣智能車供應鏈聯盟報酬指數","7,397.06","+","53.70","0.73","",
"臺灣全市場半導體精選30報酬指數","6,241.32","+","47.95","0.77","",
"特選臺灣高股息30報酬指數","6,348.49","+","45.34","0.72","",
"臺灣友善環境報酬指數","7,161.59","+","64.78","0.91","",
"台灣永續價值報酬指數","6,306.04","+","46.63","0.74","",
"特選臺灣IC設計報酬指數","4,720.22","+","13.05","0.28","",
"特選臺灣環境永續高股息報酬指數","8,756.52","+","121.87","1.41","",
"臺灣友善環境50報酬指數","5,973.47","+","45.95","0.78","",
"特選臺灣IC設計產業代表報酬指數","6,172.95","+","32.46","0.53","",
"特選臺灣綠能報酬指數","5,025.99","+","73.89","1.49","",
"特選臺灣智慧50報酬指數","5,622.46","+","32.56","0.58","",
"臺灣晶圓製造報酬指數","6,260.66","+","37.16","0.60","",
"臺灣精選高息報酬指數","7,059.74","+","44.03","0.63","",
"臺灣多因子優選高股息30報酬指數","9,506.22","+","105.65","1.12","",
"特選臺灣優利高填息30報酬指數","8,607.35","+","52.52","0.61","",
"特選臺灣科技優息報酬指數","9,170.22","+","66.05","0.73","",
"臺灣半導體收益報酬指數","6,817.52","+","63.14","0.93","",
"臺灣優選成長高股息報酬指數","7,619.50","+","88.53","1.18","",
"特選臺灣ESG低碳高息40報酬指數","8,398.87","+","93.98","1.13","",
"臺灣優選多因子30報酬指數","8,586.77","+","143.60","1.70","",
"臺灣創新科技50報酬指數","7,248.75","+","63.55","0.88","",
"臺灣全市場新經濟產業報酬指數","4,647.98","+","103.78","2.28","",
"臺灣ESG永續高股息等權重報酬指數","6,046.51","+","78.54","1.32","",
"臺灣永續高息中小型報酬指數","5,441.38","+","58.49","1.09","",
"特選臺灣高息優質成長報酬指數","5,847.41","+","88.62","1.54","",
"特選臺灣高息動能報酬指數","6,484.27","+","40.56","0.63","",
"臺灣電子成長高息等權重報酬指數","5,596.15","+","69.41","1.26","",
"特選臺灣優利成長報酬指數","4,817.21","+","69.82","1.47","",
"臺灣價值高息報酬指數","5,390.44","+","54.90","1.03","",
"特選臺灣IC設計動能報酬指數","4,327.45","+","19.28","0.45","",
"臺灣科技高股息報酬指數","5,087.90","+","67.45","1.34","",
"臺灣趨勢動能高股息報酬指數","5,702.75","+","68.62","1.22","",
"特選臺灣科技高息成長報酬指數","5,187.59","+","38.50","0.75","",
"特選臺灣AI優息動能報酬指數","4,490.78","+","65.23","1.47","",
"臺灣優選AI 50報酬指數","4,425.13","+","57.10","1.31","",
"臺灣AI供應鏈聯盟報酬指數","4,840.12","+","59.21","1.24","",
"台灣旗艦動能50報酬指數","4,894.89","+","55.96","1.16","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"漲升股利150報酬指數","13,367.81","+","115.87","0.87","",
"藍籌30報酬指數","13,681.01","+","103.62","0.76","",
"工業菁英30報酬指數","14,055.43","+","113.26","0.81","",
"低波動股利精選30報酬指數","11,593.14","+","119.43","1.04","",
"中小型A級動能50報酬指數","22,196.76","+","174.90","0.79","",
"特選高息低波報酬指數","14,921.75","+","133.88","0.91","",
"臺灣永續報酬指數","14,684.74","+","120.68","0.83","",
"存股雙十等權重報酬指數","12,724.67","+","141.15","1.12","",
"特選大蘋果報酬指數","12,491.05","+","39.85","0.32","",
"中小型300報酬指數","12,775.70","+","196.58","1.56","",
"微波高息精選20報酬指數","10,770.73","+","44.93","0.42","",
"特選世代行動通訊報酬指數","10,911.27","+","255.73","2.40","",
"智慧投資多因子30報酬指數","9,706.13","+","55.57","0.58","",
"特選大蘋果報酬正向兩倍指數","26,878.09","+","170.95","0.64","",
"特選大蘋果報酬反向一倍指數","3,840.17","-","12.33","-0.32","",
"特選價值成長報酬指數","12,346.36","+","136.49","1.12","",
"臺灣上櫃永續報酬指數","7,912.56","+","70.60","0.90","",
"特選台股領航報酬指數","12,970.18","+","119.48","0.93","",
"特選Smart多因子報酬指數","9,803.04","+","88.21","0.91","",
"特選ESG高股息報酬指數","8,697.39","+","65.41","0.76","",
"特選上櫃ESG成長報酬指數","5,121.82","+","8.44","0.17","",
"臺灣優息存股報酬指數","5,904.05","+","83.37","1.43","",
"特選上櫃ESG永續高股息報酬指數","7,254.35","+","131.53","1.85","",
"特選臺灣金融高股息存股報酬指數","7,023.79","+","116.40","1.69","",
"特選臺灣產業龍頭存股等權重報酬指數","6,908.87","+","117.83","1.74","",
"上櫃ESG 30報酬指數","6,143.54","+","33.01","0.54","",
"臺灣ESG低碳50報酬指數","7,742.85","+","48.61","0.63","",
"臺灣創新板報酬指數","7,770.78","+","146.74","1.92","",
"特選上櫃ESG龍頭報酬指數","5,667.16","+","44.84","0.80","",
"臺灣市值動能50報酬指數","4,453.86","+","53.11","1.21","",
"臺灣護城河概念優選50報酬指數","4,506.91","+","37.69","0.84","",
"特選臺灣中小型精選動能100報酬指數","4,294.27","+","67.58","1.60","",
"114年04月29日 大盤統計資訊"
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","231,097,869,078","2,592,400,814","1,607,956",
"2.台灣存託憑證","83,008,502","13,737,418","3,189",
"3.受益憑證","0","0","0",
"4.ETF","17,726,914,204","872,042,021","246,570",
"5.受益證券","10,076,765","787,114","167",
"6.變更交易股票","18,908,169","2,246,230","1,156",
"7.認購(售)權證","1,081,671,070","1,171,401,000","42,083",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"13.ETN","4,367,200","489,000","100",
"14.創新板股票","82,650,908","1,012,068","979",
"15.創新板-變更交易方法股票","0","0","0",
"證券合計(1+6+14+15)","231,199,428,155","2,595,659,112","1,610,091",
"總計(1~15)","250,105,465,896","4,654,115,665","1,902,200",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","4,369(29)","870(27)",
"下跌(跌停)","2,560(81)","118(0)",
"持平","661","43",
"未成交","23,800","0",
"無比價","3,301","8",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",

"114年04月29日 每日收盤行情(全部(不含權證、牛熊證))"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","11,555,125","18,940","1,934,243,380","167.15","168.00","166.50","167.80","+","0.65","167.80","106","167.85","4","0.00",
="0051","元大中型100","34,407","230","2,361,397","68.05","69.20","68.05","69.20","+","1.15","69.20","3","69.25","1","0.00",
="0052","富邦科技","323,613","960","52,208,864","161.20","161.95","160.50","161.95","+","0.85","161.80","2","162.00","10","0.00",
="0053","元大電子","9,823","113","867,715","88.00","89.45","88.00","89.45","+","1.35","89.45","1","89.50","57","0.00",
="0055","元大MSCI金融","144,043","372","3,802,068","26.21","26.58","26.21","26.55","+","0.40","26.52","1","26.55","1","0.00",
="0056","元大高股息","26,030,183","15,864","839,164,523","32.15","32.35","32.08","32.34","+","0.19","32.33","116","32.34","199","0.00",
="0057","富邦摩台","22,187","94","2,772,643","124.60","125.50","124.60","125.50","+","0.85","125.40","20","125.50","1","0.00",
="0061","元大寶滬深","139,425","160","2,582,913","18.62","18.69","18.50","18.50","-","0.21","18.49","3","18.50","77","0.00",
="006203","元大MSCI台灣","6,130","110","475,643","77.60","78.00","77.55","78.00","+","0.20","77.85","25","78.20","1","0.00",
="006204","永豐臺灣加權","3,555","72","360,177","101.75","101.75","101.75","101.75","+","0.55","101.60","70","101.85","1","0.00",
="006205","富邦上証","148,353","442","4,761,944","32.26","32.26","32.00","32.00","-","0.30","32.00","16","32.01","1","0.00",
="006206","元大上證50","133,030","139","4,120,373","31.07","31.31","30.93","30.94","-","0.37","30.92","3","30.94","38","0.00",
="006207","復華滬深","44,434","99","1,072,591","24.14","24.17","24.05","24.05","-","0.31","24.03","145","24.07","1","0.00",
="006208","富邦台50","6,954,715","8,405","684,476,704","98.05","98.80","97.85","98.70","+","0.60","98.70","40","98.75","112","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","7.19","5","7.27","5","0.00",
="00631L","元大台灣50正2","6,617,834","5,393","1,123,173,879","167.90","171.35","167.35","170.95","+","3.10","170.90","7","170.95","18","0.00",
="00632R","元大台灣50反1","54,055,805","10,172","1,345,594,067","25.04","25.08","24.78","24.82","-","0.21","24.82","188","24.83","119","0.00",
="00633L","富邦上証正2","4,172,035","941","155,648,032","37.80","37.80","37.10","37.10","-","0.73","37.10","7","37.11","143","0.00",
="00634R","富邦上証反1","361,000","21","1,433,420","3.97","3.98","3.96","3.97"," ","0.00","3.98","186","3.99","25","0.00",
="00635U","期元大S&P黃金","4,099,213","2,175","151,681,748","37.04","37.19","36.80","36.81","+","0.09","36.81","44","36.82","26","0.00",
="00636","國泰中國A50","793,032","461","17,830,940","22.61","22.61","22.40","22.40","-","0.27","22.39","1","22.40","45","0.00",
="00636K","國泰中國A50+U","200","2","1,398","6.99","6.99","6.99","6.99","-","0.03","6.95","10","7.00","2","0.00",
="00637L","元大滬深300正2","51,340,843","6,473","774,857,704","15.27","15.30","14.95","14.95","-","0.37","14.95","1,564","14.96","44","0.00",
="00638R","元大滬深300反1","254,074","18","2,144,003","8.39","8.44","8.39","8.44","+","0.05","8.44","219","8.45","666","0.00",
="00639","富邦深100","816,032","365","9,015,795","11.11","11.11","11.01","11.04","-","0.09","11.03","210","11.04","1","0.00",
="00640L","富邦日本正2","515,810","202","25,050,775","48.22","48.89","48.21","48.66","+","0.68","48.65","1","48.66","36","0.00",
="00641R","富邦日本反1","3,055,884","293","18,371,579","6.04","6.04","6.00","6.00","-","0.04","5.99","254","6.00","59","0.00",
="00642U","期元大S&P石油","7,014,842","2,303","105,429,989","15.11","15.12","14.95","14.95","-","0.48","14.94","52","14.95","373","0.00",
="00643","群益深証中小","1,920,860","149","23,851,886","12.46","12.47","12.35","12.39","-","0.08","12.38","13","12.39","18","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","2.82","2","2.85","1","0.00",
="00645","富邦日本","302,357","616","11,153,169","36.85","37.05","36.80","36.97","+","0.21","36.97","1","36.98","2","0.00",
="00646","元大S&P500","3,451,400","3,008","192,860,537","56.15","56.15","55.75","55.75","-","0.15","55.75","12","55.80","4","0.00",
="00647L","元大S&P500正2","315,970","220","25,379,850","80.25","80.65","80.15","80.25","+","0.85","80.15","91","80.25","3","0.00",
="00648R","元大S&P500反1","2,242,934","194","12,074,846","5.40","5.40","5.37","5.39","-","0.05","5.38","771","5.39","163","0.00",
="00650L","復華香港正2","9,575,469","1,116","130,856,153","13.67","13.83","13.52","13.54","-","0.13","13.54","79","13.55","599","0.00",
="00651R","復華香港反1","823,202","73","5,376,516","6.55","6.58","6.50","6.55"," ","0.00","6.54","571","6.56","258","0.00",
="00652","富邦印度","1,092,340","709","41,711,157","38.22","38.30","38.12","38.15","-","0.07","38.15","3","38.16","10","0.00",
="00653L","富邦印度正2","657,466","222","37,348,398","56.65","57.20","56.45","56.55","+","0.10","56.55","20","56.60","6","0.00",
="00654R","富邦印度反1","264,974","32","1,741,422","6.60","6.60","6.57","6.57","-","0.03","6.58","2","6.60","103","0.00",
="00655L","國泰中國A50正2","4,309,942","505","109,042,310","25.57","25.57","25.07","25.07","-","0.53","25.07","110","25.10","2","0.00",
="00656R","國泰中國A50反1","494,070","37","3,658,148","7.38","7.43","7.38","7.43","+","0.05","7.42","374","7.43","13","0.00",
="00657","國泰日經225","108,788","82","4,653,935","42.75","43.01","42.74","42.87","+","0.13","42.87","13","42.90","1","0.00",
="00657K","國泰日經225+U","200","2","2,660","13.30","13.30","13.30","13.30","+","0.05","13.19","4","13.36","2","0.00",
="00660","元大歐洲50","30,628","154","1,150,779","37.58","37.69","37.50","37.55","-","0.03","37.55","3","37.65","22","0.00",
="00661","元大日經225","490,709","219","22,957,090","46.53","46.89","46.53","46.81","+","0.26","46.80","2","46.81","159","0.00",
="00662","富邦NASDAQ","2,334,626","1,826","188,770,382","81.00","81.10","80.60","80.65"," ","0.00","80.60","42","80.65","504","0.00",
="00663L","國泰臺灣加權正2","106,977","60","16,566,250","153.45","156.55","153.10","156.00","+","2.65","155.90","31","156.15","1","0.00",
="00664R","國泰臺灣加權反1","23,515,287","1,607","94,395,706","4.05","4.05","3.99","4.01","-","0.04","4.00","2,285","4.01","548","0.00",
="00665L","富邦琤肭磪囓2","28,574,069","3,276","273,319,783","9.59","9.70","9.44","9.46","-","0.12","9.45","532","9.46","1,103","0.00",
="00666R","富邦琤肭磪齯1","135,001","51","1,407,660","10.44","10.50","10.36","10.47","-","0.01","10.47","61","10.49","110","0.00",
="00668","國泰美國道瓊","187,716","358","8,906,016","47.51","47.51","47.24","47.24","+","0.01","47.24","23","47.26","1","0.00",
="00668K","國泰美國道瓊+U","200","2","2,926","14.63","14.63","14.63","14.63","+","0.04","--","0","--","0","0.00",
="00669R","國泰美國道瓊反1","2,708,142","342","18,739,535","6.95","6.95","6.90","6.91","-","0.09","6.91","203","6.92","2,006","0.00",
="00670L","富邦NASDAQ正2","1,683,663","1,040","174,701,635","103.50","104.35","103.40","103.55","+","1.30","103.50","32","103.55","70","0.00",
="00671R","富邦NASDAQ反1","11,405,628","858","42,081,126","3.70","3.70","3.67","3.69","-","0.04","3.69","1,780","3.70","2,505","0.00",
="00673R","期元大S&P原油反1","16,720,558","1,260","128,788,525","7.68","7.75","7.67","7.74","+","0.19","7.74","2,788","7.75","247","0.00",
="00674R","期元大S&P黃金反1","5,753,684","645","44,160,222","7.67","7.72","7.64","7.71","-","0.03","7.70","531","7.71","174","0.00",
="00675L","富邦臺灣加權正2","6,069,966","3,331","410,232,859","66.85","68.15","66.60","68.10","+","1.40","68.05","69","68.10","214","0.00",
="00676R","富邦臺灣加權反1","2,145,421","527","29,213,426","13.70","13.71","13.55","13.59","-","0.11","13.58","9","13.59","1,079","0.00",
="00678","群益那斯達克生技","302,271","85","7,999,652","26.53","26.54","26.45","26.45","+","0.36","26.41","23","26.45","50","0.00",
="00680L","元大美債20正2","22,924,912","1,361","175,003,657","7.64","7.65","7.62","7.64","+","0.05","7.64","3,920","7.65","933","0.00",
="00681R","元大美債20反1","290,000","36","6,047,920","20.90","20.90","20.83","20.83","-","0.10","20.82","109","20.84","250","0.00",
="00682U","期元大美元指數","26,957","16","543,958","20.16","20.22","20.15","20.22","-","0.07","20.21","161","20.22","8","0.00",
