"114年02月27日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","26,081.23","-","381.52","-1.44","",
"發行量加權股價指數","23,053.18","-","349.37","-1.49","",
"臺灣公司治理100指數","13,629.25","-","232.66","-1.68","",
"臺灣50指數","19,180.79","-","350.12","-1.79","",
"臺灣50權重上限30%指數","16,534.79","-","291.45","-1.73","",
"臺灣中型100指數","19,888.26","-","234.43","-1.17","",
"臺灣資訊科技指數","38,187.93","-","809.70","-2.08","",
"臺灣發達指數","10,139.04","-","68.29","-0.67","",
"臺灣高股息指數","9,574.02","-","124.98","-1.29","",
"臺灣就業99指數","13,595.47","-","183.92","-1.33","",
"臺灣高薪100指數","12,169.07","-","146.30","-1.19","",
"未含金融指數","20,069.27","-","326.96","-1.60","",
"未含電子指數","19,947.28","-","115.82","-0.58","",
"未含金融電子指數","15,004.72","-","86.98","-0.58","",
"小型股300指數","11,657.03","-","96.03","-0.82","",
"水泥窯製類指數","612.79","-","3.14","-0.51","",
"塑膠化工類指數","644.51","-","5.63","-0.87","",
"機電類指數","7,016.94","-","133.72","-1.87","",
"水泥類指數","161.68","-","0.99","-0.61","",
"食品類指數","2,147.69","-","31.24","-1.43","",
"塑膠類指數","116.46","-","1.72","-1.46","",
"紡織纖維類指數","626.02","-","1.20","-0.19","",
"電機機械類指數","412.77","-","4.76","-1.14","",
"電器電纜類指數","97.31","-","2.26","-2.27","",
"化學生技醫療類指數","143.91","-","0.94","-0.65","",
"化學類指數","167.83","-","0.24","-0.14","",
"生技醫療類指數","81.29","-","0.75","-0.91","",
"玻璃陶瓷類指數","47.57","+","0.09","0.19","",
"造紙類指數","287.58","-","1.60","-0.55","",
"鋼鐵類指數","143.80","+","2.28","1.61","",
"橡膠類指數","276.15","-","0.49","-0.18","",
"汽車類指數","382.93","-","0.12","-0.03","",
"電子工業類指數","1,258.34","-","24.18","-1.89","",
"半導體類指數","644.49","-","12.66","-1.93","",
"電腦及週邊設備類指數","268.51","-","7.04","-2.55","",
"光電類指數","41.58","-","0.47","-1.12","",
"通信網路類指數","168.08","-","0.55","-0.33","",
"電子零組件類指數","237.83","-","2.93","-1.22","",
"電子通路類指數","245.79","-","2.29","-0.92","",
"資訊服務類指數","236.83","-","4.35","-1.80","",
"其他電子類指數","162.51","-","4.90","-2.93","",
"建材營造類指數","568.68","-","4.68","-0.82","",
"航運類指數","202.13","-","1.54","-0.76","",
"觀光餐旅類指數","122.29","+","0.63","0.52","",
"金融保險類指數","2,168.39","-","12.63","-0.58","",
"貿易百貨類指數","281.76","-","2.09","-0.74","",
"油電燃氣類指數","57.26","-","0.64","-1.11","",
"綠能環保類指數","112.27","-","0.67","-0.59","",
"數位雲端類指數","66.91","-","0.78","-1.15","",
"運動休閒類指數","101.14","+","0.20","0.20","",
"居家生活類指數","131.27","-","2.99","-2.23","",
"其他類指數","333.93","-","0.30","-0.09","",
"臺指日報酬兩倍指數","62,440.73","-","1,921.70","-2.99","",
"臺指反向一倍指數","2,785.59","+","40.97","1.49","",
"電子類兩倍槓桿指數","78,640.28","-","3,081.48","-3.77","",
"電子類反向指數","2,062.79","+","38.17","1.89","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,025.54","-","43.82","-1.08","",
"臺灣中小型公司治理指數","10,501.88","-","142.78","-1.34","",
"臺灣IPO指數","6,312.72","-","85.38","-1.33","",
"智慧中立指數","3,768.29","+","1.87","0.05","",
"臺灣5G指數","11,693.15","-","170.53","-1.44","",
"臺灣企業社會責任中小型指數","12,106.82","-","139.35","-1.14","",
"特選臺灣電動車代表指數","10,046.51","-","154.90","-1.52","",
"臺灣科技龍頭通訊指數","10,161.35","-","217.18","-2.09","",
"臺灣全市場指數","8,002.36","-","120.06","-1.48","",
"臺灣全市場半導體指數","8,021.48","-","150.44","-1.84","",
"臺灣智慧移動與電動車指數","5,798.71","-","95.77","-1.62","",
"特選小資高價30指數","8,096.16","-","170.28","-2.06","",
"特選臺灣綠能及電動車指數","6,122.88","-","97.18","-1.56","",
"特選臺灣智能車供應鏈聯盟指數","7,314.25","-","154.49","-2.07","",
"臺灣全市場半導體精選30指數","6,281.91","-","119.78","-1.87","",
"特選臺灣高股息30指數","5,159.26","-","45.87","-0.88","",
"臺灣友善環境指數","7,079.02","-","109.06","-1.52","",
"台灣永續價值指數","6,437.05","-","94.81","-1.45","",
"特選臺灣IC設計指數","4,695.59","-","82.30","-1.72","",
"特選臺灣環境永續高股息指數","7,063.29","-","42.47","-0.60","",
"臺灣友善環境50指數","5,868.48","-","105.23","-1.76","",
"特選臺灣IC設計產業代表指數","5,987.14","-","103.45","-1.70","",
"特選臺灣綠能指數","5,311.63","-","44.68","-0.83","",
"特選臺灣智慧50指數","5,448.31","-","77.18","-1.40","",
"臺灣晶圓製造指數","6,222.22","-","94.82","-1.50","",
"臺灣精選高息指數","5,639.58","-","43.47","-0.76","",
"臺灣多因子優選高股息30指數","8,567.63","-","29.19","-0.34","",
"特選臺灣優利高填息30指數","7,391.66","-","56.89","-0.76","",
"特選臺灣科技優息指數","8,924.83","-","108.15","-1.20","",
"臺灣半導體收益指數","6,920.47","-","103.77","-1.48","",
"臺灣優選成長高股息指數","7,831.34","-","63.43","-0.80","",
"特選臺灣ESG低碳高息40指數","8,315.20","-","65.64","-0.78","",
"臺灣優選多因子30指數","8,848.93","-","36.27","-0.41","",
"臺灣創新科技50指數","7,729.94","-","145.58","-1.85","",
"臺灣全市場新經濟產業指數","4,989.60","-","31.80","-0.63","",
"臺灣ESG永續高股息等權重指數","6,347.98","-","31.02","-0.49","",
"臺灣永續高息中小型指數","5,731.62","-","23.15","-0.40","",
"特選臺灣高息優質成長指數","6,120.20","-","36.52","-0.59","",
"特選臺灣高息動能指數","6,664.11","-","46.14","-0.69","",
"臺灣電子成長高息等權重指數","6,025.79","-","57.03","-0.94","",
"特選臺灣優利成長指數","5,185.33","-","20.81","-0.40","",
"臺灣價值高息指數","5,632.99","-","44.26","-0.78","",
"特選臺灣IC設計動能指數","5,037.86","-","69.24","-1.36","",
"臺灣科技高股息指數","5,373.24","-","27.29","-0.51","",
"臺灣趨勢動能高股息指數","5,903.66","-","23.38","-0.39","",
"特選臺灣科技高息成長指數","5,435.47","-","40.52","-0.74","",
"特選臺灣AI優息動能指數","5,015.14","-","89.15","-1.75","",
"臺灣優選AI 50指數","4,946.16","-","72.94","-1.45","",
"臺灣AI供應鏈聯盟指數","5,539.07","-","112.41","-1.99","",
"台灣旗艦動能50指數","5,456.29","-","94.71","-1.71","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","49,975.95","-","585.59","-1.16","",
"金融類日報酬反向一倍指數","3,388.66","+","19.51","0.58","",
